,animal_id,animal_type,outcome_type
50417,A721167,Dog,Adoption
50418,A752309,Dog,Return to Owner
50419,A716346,Dog,Transfer
50420,A714523,Cat,Adoption
50421,A736873,Dog,Transfer
50422,A750106,Dog,Transfer
50423,A706940,Dog,Adoption
50424,A708544,Dog,Transfer
50425,A737116,Other,Euthanasia
50426,A705006,Dog,Adoption
50427,A755335,Cat,Adoption
50428,A745778,Cat,Transfer
50429,A715190,Cat,Adoption
50430,A739245,Dog,Return to Owner
50431,A742582,Dog,Adoption
50432,A735395,Cat,Transfer
50433,A716205,Dog,Adoption
50434,A745522,Dog,Adoption
50435,A706138,Cat,Adoption
50436,A735699,Dog,Adoption
50437,A760804,Dog,Adoption
50438,A662729,Dog,Transfer
50439,A750652,Dog,Adoption
50440,A708224,Cat,Adoption
50441,A724801,Dog,Return to Owner
50442,A730318,Dog,Adoption
50443,A738073,Dog,Return to Owner
50444,A719584,Dog,Transfer
50445,A707941,Cat,Transfer
50446,A700986,Cat,Transfer
50447,A735965,Cat,Return to Owner
50448,A753567,Dog,Adoption
50449,A737888,Cat,Euthanasia
50450,A672074,Dog,Adoption
50451,A753585,Dog,Adoption
50452,A738769,Cat,Adoption
50453,A718139,Cat,Adoption
50454,A716076,Cat,Adoption
50455,A702247,Other,Euthanasia
50456,A734039,Dog,Adoption
50457,A618774,Dog,Transfer
50458,A709097,Dog,Adoption
50459,A759559,Dog,Adoption
50460,A705287,Cat,Adoption
50461,A718795,Cat,Euthanasia
50462,A727493,Cat,Adoption
50463,A728798,Cat,Transfer
50464,A723943,Cat,Transfer
50465,A707604,Cat,Adoption
50466,A754151,Dog,Adoption
50467,A718165,Dog,Adoption
50468,A757062,Cat,Transfer
50469,A712133,Dog,Adoption
50470,A708364,Cat,Transfer
50471,A703318,Cat,Adoption
50472,A710788,Other,Euthanasia
50473,A721386,Other,Died
50474,A722488,Cat,Adoption
50475,A709693,Other,Euthanasia
50476,A733623,Dog,Adoption
50477,A725970,Cat,Transfer
50478,A715361,Cat,Adoption
50479,A726708,Dog,Return to Owner
50480,A762124,Dog,Adoption
50481,A741726,Cat,Transfer
50482,A742561,Dog,Adoption
50483,A745580,Dog,Adoption
50484,A665831,Dog,Return to Owner
50485,A700035,Dog,Transfer
50486,A708476,Dog,Return to Owner
50487,A749749,Other,Euthanasia
50488,A752773,Dog,Transfer
50489,A761714,Dog,Adoption
50490,A761020,Cat,Transfer
50491,A658800,Cat,Transfer
50492,A757446,Cat,Transfer
50493,A743167,Dog,Adoption
50494,A763208,Cat,Adoption
50495,A756340,Cat,Adoption
50496,A743815,Dog,Return to Owner
50497,A712212,Cat,Adoption
50498,A697904,Dog,Adoption
50499,A738849,Dog,Adoption
50500,A714358,Dog,Return to Owner
50501,A604576,Dog,Return to Owner
50502,A711873,Cat,Transfer
50503,A721083,Dog,Adoption
50504,A700367,Other,Transfer
50505,A707587,Other,Transfer
50506,A755049,Dog,Transfer
50507,A755708,Other,Euthanasia
50508,A728352,Dog,Return to Owner
50509,A727141,Dog,Transfer
50510,A737008,Cat,Adoption
50511,A707090,Dog,Transfer
50512,A722563,Dog,Adoption
50513,A740671,Cat,Return to Owner
50514,A750195,Cat,Adoption
50515,A597678,Dog,Adoption
50516,A731039,Dog,Adoption
50517,A644301,Dog,Adoption
50518,A760275,Other,Euthanasia
50519,A719695,Other,Euthanasia
50520,A756424,Dog,Adoption
50521,A702230,Cat,Transfer
50522,A707781,Dog,Return to Owner
50523,A749268,Dog,Transfer
50524,A735419,Cat,Adoption
50525,A644452,Dog,Adoption
50526,A722993,Dog,Return to Owner
50527,A700568,Cat,Transfer
50528,A695350,Dog,Euthanasia
50529,A724741,Cat,Adoption
50530,A738903,Dog,Adoption
50531,A698737,Dog,Adoption
50532,A719360,Dog,Adoption
50533,A706929,Cat,Transfer
50534,A763057,Cat,Transfer
50535,A717065,Dog,Adoption
50536,A736035,Cat,Adoption
50537,A743049,Other,Euthanasia
50538,A710824,Dog,Adoption
50539,A752927,Cat,Transfer
50540,A740229,Dog,Adoption
50541,A754696,Cat,Adoption
50542,A758491,Cat,Adoption
50543,A665334,Dog,Return to Owner
50544,A717606,Dog,Adoption
50545,A536136,Dog,Return to Owner
50546,A733162,Cat,Adoption
50547,A677343,Dog,Adoption
50548,A718662,Other,Transfer
50549,A707557,Dog,Transfer
50550,A736801,Dog,Adoption
50551,A701137,Cat,Transfer
50552,A728792,Dog,Euthanasia
50553,A750936,Cat,Transfer
50554,A648161,Dog,Return to Owner
50555,A757804,Dog,Adoption
50556,A747377,Dog,Adoption
50557,A727855,Dog,Adoption
50558,A763759,Cat,Transfer
50559,A752772,Dog,Transfer
50560,A747061,Cat,Transfer
50561,A736934,Cat,Transfer
50562,A735770,Dog,Return to Owner
50563,A691012,Dog,Return to Owner
50564,A732501,Dog,Adoption
50565,A729171,Dog,Transfer
50566,A699027,Cat,Adoption
50567,A710547,Cat,Adoption
50568,A711008,Cat,Transfer
50569,A748605,Dog,Return to Owner
50570,A762251,Dog,Adoption
50571,A746077,Dog,Return to Owner
50572,A710680,Cat,Transfer
50573,A702272,Dog,Adoption
50574,A722059,Dog,Adoption
50575,A754097,Dog,Transfer
50576,A699824,Dog,Adoption
50577,A749671,Dog,Transfer
50578,A706861,Cat,Transfer
50579,A740698,Dog,Return to Owner
50580,A754418,Dog,Return to Owner
50581,A671822,Dog,Adoption
50582,A758574,Dog,Return to Owner
50583,A727591,Cat,Transfer
50584,A733964,Dog,Return to Owner
50585,A703962,Cat,Transfer
50586,A727120,Dog,Adoption
50587,A727857,Dog,Adoption
50588,A729684,Cat,Transfer
50589,A725081,Dog,Return to Owner
50590,A749740,Dog,Adoption
50591,A752401,Cat,Transfer
50592,A729953,Cat,Transfer
50593,A724054,Cat,Transfer
50594,A763748,Cat,Transfer
50595,A697100,Dog,Transfer
50596,A737332,Cat,Return to Owner
50597,A703481,Dog,Adoption
50598,A717068,Dog,Adoption
50599,A716018,Dog,Return to Owner
50600,A704583,Cat,Transfer
50601,A732976,Dog,Transfer
50602,A719631,Dog,Return to Owner
50603,A727024,Other,Euthanasia
50604,A734377,Cat,Transfer
50605,A757315,Dog,Transfer
50606,A733515,Dog,Adoption
50607,A739002,Dog,Adoption
50608,A699647,Dog,Transfer
50609,A738442,Cat,Adoption
50610,A717053,Dog,Return to Owner
50611,A731121,Dog,Return to Owner
50612,A715878,Cat,Transfer
50613,A734287,Cat,Transfer
50614,A714197,Cat,Adoption
50615,A713810,Dog,Adoption
50616,A756945,Dog,Return to Owner
50617,A715582,Dog,Return to Owner
50618,A724727,Dog,Transfer
50619,A744736,Other,Adoption
50620,A723511,Dog,Adoption
50621,A746604,Dog,Adoption
50622,A726435,Dog,Adoption
50623,A712337,Dog,Adoption
50624,A736797,Dog,Return to Owner
50625,A709381,Dog,Return to Owner
50626,A738990,Dog,Transfer
50627,A715460,Cat,Adoption
50628,A704437,Dog,Adoption
50629,A741098,Dog,Adoption
50630,A703759,Other,Adoption
50631,A718502,Dog,Return to Owner
50632,A760121,Dog,Adoption
50633,A719135,Dog,Return to Owner
50634,A694279,Dog,Adoption
50635,A724337,Dog,Adoption
50636,A703180,Dog,Adoption
50637,A719479,Dog,Return to Owner
50638,A588540,Cat,Return to Owner
50639,A715756,Cat,Transfer
50640,A703788,Dog,Adoption
50641,A726361,Dog,Return to Owner
50642,A730001,Dog,Return to Owner
50643,A744599,Dog,Return to Owner
50644,A716566,Dog,Transfer
50645,A744588,Cat,Adoption
50646,A719358,Dog,Transfer
50647,A728806,Dog,Transfer
50648,A741699,Dog,Adoption
50649,A727567,Cat,Transfer
50650,A737003,Cat,Adoption
50651,A692630,Dog,Transfer
50652,A552796,Dog,Return to Owner
50653,A693534,Dog,Return to Owner
50654,A732046,Cat,Transfer
50655,A737409,Dog,Transfer
50656,A727598,Cat,Transfer
50657,A724695,Dog,Adoption
50658,A710984,Cat,Transfer
50659,A724975,Dog,Adoption
50660,A750047,Cat,Adoption
50661,A748737,Cat,Return to Owner
50662,A723295,Other,Euthanasia
50663,A510336,Cat,Adoption
50664,A744352,Dog,Adoption
50665,A746506,Dog,Return to Owner
50666,A720393,Dog,Adoption
50667,A757125,Cat,Adoption
50668,A704999,Dog,Return to Owner
50669,A746659,Dog,Adoption
50670,A726759,Dog,Adoption
50671,A721701,Dog,Adoption
50672,A752306,Cat,Transfer
50673,A705113,Dog,Transfer
50674,A732717,Dog,Adoption
50675,A724177,Dog,Return to Owner
50676,A735789,Dog,Adoption
50677,A702913,Dog,Adoption
50678,A748276,Dog,Adoption
50679,A731082,Dog,Adoption
50680,A763677,Dog,Return to Owner
50681,A700287,Dog,Adoption
50682,A728904,Dog,Adoption
50683,A740799,Dog,Return to Owner
50684,A732847,Dog,Return to Owner
50685,A707047,Cat,Adoption
50686,A752718,Dog,Adoption
50687,A744976,Other,Euthanasia
50688,A743546,Dog,Adoption
50689,A743700,Dog,Adoption
50690,A754716,Cat,Transfer
50691,A705846,Dog,Transfer
50692,A733773,Dog,Adoption
50693,A710043,Cat,Transfer
50694,A744621,Cat,Adoption
50695,A724137,Dog,Return to Owner
50696,A746129,Cat,Adoption
50697,A697358,Cat,Transfer
50698,A715506,Dog,Return to Owner
50699,A719331,Cat,Transfer
50700,A712457,Other,Euthanasia
50701,A736530,Dog,Transfer
50702,A730037,Other,Euthanasia
50703,A722024,Dog,Return to Owner
50704,A717746,Dog,Return to Owner
50705,A752549,Dog,Adoption
50706,A754557,Dog,Transfer
50707,A739965,Cat,Adoption
50708,A704568,Dog,Adoption
50709,A703191,Cat,Adoption
50710,A760238,Dog,Return to Owner
50711,A738149,Dog,Adoption
50712,A728899,Other,Transfer
50713,A714527,Dog,Return to Owner
50714,A703764,Dog,Return to Owner
50715,A731880,Dog,Adoption
50716,A742476,Dog,Adoption
50717,A732419,Cat,Adoption
50718,A726437,Cat,Transfer
50719,A726856,Cat,Transfer
50720,A727668,Cat,Transfer
50721,A700638,Cat,Adoption
50722,A719904,Dog,Adoption
50723,A665440,Dog,Adoption
50724,A719600,Cat,Adoption
50725,A735364,Cat,Transfer
50726,A710190,Cat,Adoption
50727,A730221,Dog,Adoption
50728,A732572,Dog,Transfer
50729,A759229,Cat,Transfer
50730,A705384,Cat,Adoption
50731,A724525,Dog,Euthanasia
50732,A714189,Cat,Transfer
50733,A744158,Dog,Return to Owner
50734,A725888,Cat,Euthanasia
50735,A721741,Dog,Adoption
50736,A752814,Cat,Adoption
50737,A760311,Cat,Return to Owner
50738,A713497,Dog,Transfer
50739,A710864,Dog,Return to Owner
50740,A711494,Cat,Adoption
50741,A745440,Dog,Return to Owner
50742,A735004,Dog,Transfer
50743,A727020,Other,Euthanasia
50744,A702095,Cat,Transfer
50745,A723494,Dog,Adoption
50746,A728945,Cat,Transfer
50747,A659188,Dog,Return to Owner
50748,A716961,Dog,Euthanasia
50749,A704863,Cat,Euthanasia
50750,A722873,Other,Euthanasia
50751,A749942,Cat,Transfer
50752,A750482,Dog,Return to Owner
50753,A719601,Dog,Transfer
50754,A753441,Cat,Transfer
50755,A755640,Dog,Adoption
50756,A754290,Cat,Adoption
50757,A761258,Cat,Adoption
50758,A732028,Cat,Transfer
50759,A726648,Cat,Transfer
50760,A741745,Dog,Return to Owner
50761,A760733,Dog,Transfer
50762,A702967,Cat,Transfer
50763,A734713,Dog,Adoption
50764,A727565,Cat,Transfer
50765,A719722,Dog,Transfer
50766,A732534,Cat,Return to Owner
50767,A709007,Cat,Euthanasia
50768,A742483,Cat,Adoption
50769,A753415,Dog,Return to Owner
50770,A631433,Dog,Return to Owner
50771,A734784,Dog,Adoption
50772,A737035,Cat,Adoption
50773,A713977,Cat,Return to Owner
50774,A706675,Cat,Adoption
50775,A743720,Dog,Adoption
50776,A716840,Dog,Return to Owner
50777,A763165,Dog,Adoption
50778,A724301,Dog,Died
50779,A700412,Cat,Transfer
50780,A756321,Dog,Adoption
50781,A749475,Dog,Adoption
50782,A712513,Cat,Return to Owner
50783,A731918,Cat,Transfer
50784,A737543,Other,Adoption
50785,A723859,Dog,Return to Owner
50786,A734560,Cat,Transfer
50787,A713286,Cat,Adoption
50788,A715826,Other,Euthanasia
50789,A704896,Dog,Adoption
50790,A720258,Dog,Adoption
50791,A676235,Dog,Adoption
50792,A700998,Dog,Transfer
50793,A704704,Dog,Return to Owner
50794,A745552,Dog,Adoption
50795,A723866,Cat,Adoption
50796,A720845,Dog,Adoption
50797,A747684,Cat,Transfer
50798,A708049,Cat,Adoption
50799,A727487,Cat,Adoption
50800,A724832,Dog,Adoption
50801,A721880,Dog,Adoption
50802,A650431,Dog,Return to Owner
50803,A715215,Dog,Adoption
50804,A756469,Dog,Adoption
50805,A720363,Other,Euthanasia
50806,A724038,Dog,Adoption
50807,A704351,Cat,Transfer
50808,A761209,Other,Adoption
50809,A763175,Dog,Adoption
50810,A728479,Cat,Adoption
50811,A707980,Cat,Adoption
50812,A753290,Other,Adoption
50813,A712577,Cat,Adoption
50814,A700806,Other,Euthanasia
50815,A755692,Dog,Return to Owner
50816,A719307,Cat,Adoption
50817,A726745,Cat,Transfer
50818,A728524,Cat,Adoption
50819,A710780,Dog,Return to Owner
50820,A709897,Other,Transfer
50821,A737787,Cat,Transfer
50822,A759689,Dog,Return to Owner
50823,A759340,Dog,Adoption
50824,A737508,Dog,Adoption
50825,A715318,Dog,Transfer
50826,A728457,Dog,Transfer
50827,A759241,Dog,Adoption
50828,A709194,Cat,Transfer
50829,A739636,Cat,Adoption
50830,A751017,Other,Transfer
50831,A701308,Cat,Adoption
50832,A734484,Dog,Return to Owner
50833,A713903,Other,Euthanasia
50834,A727507,Dog,Return to Owner
50835,A702960,Cat,Euthanasia
50836,A729180,Dog,Adoption
50837,A734604,Dog,Adoption
50838,A730821,Cat,Transfer
50839,A709855,Cat,Adoption
50840,A720752,Other,Died
50841,A749108,Cat,Adoption
50842,A752018,Cat,Adoption
50843,A708856,Dog,Adoption
50844,A722871,Other,Euthanasia
50845,A749570,Cat,Adoption
50846,A718040,Dog,Adoption
50847,A721035,Dog,Adoption
50848,A710519,Cat,Adoption
50849,A752770,Dog,Transfer
50850,A746524,Dog,Adoption
50851,A710365,Cat,Adoption
50852,A702558,Dog,Transfer
50853,A721244,Dog,Transfer
50854,A744488,Dog,Adoption
50855,A705932,Dog,Transfer
50856,A750238,Cat,Transfer
50857,A743215,Cat,Transfer
50858,A717874,Dog,Return to Owner
50859,A757644,Dog,Transfer
50860,A717955,Dog,Adoption
50861,A762309,Dog,Adoption
50862,A677839,Other,Transfer
50863,A721753,Dog,Return to Owner
50864,A736925,Cat,Transfer
50865,A754002,Dog,Adoption
50866,A756041,Cat,Adoption
50867,A709991,Cat,Transfer
50868,A736683,Dog,Adoption
50869,A708855,Cat,Adoption
50870,A728341,Dog,Adoption
50871,A716550,Cat,Died
50872,A727923,Dog,Return to Owner
50873,A737651,Dog,Return to Owner
50874,A702335,Cat,Adoption
50875,A696498,Dog,Transfer
50876,A742474,Dog,Adoption
50877,A752836,Dog,Return to Owner
50878,A724083,Dog,Transfer
50879,A724316,Cat,Adoption
50880,A705148,Dog,Transfer
50881,A714172,Cat,Died
50882,A729119,Cat,Euthanasia
50883,A757500,Cat,Adoption
50884,A723206,Dog,Adoption
50885,A753386,Dog,Return to Owner
50886,A718699,Dog,Transfer
50887,A709843,Cat,Transfer
50888,A718733,Dog,Adoption
50889,A740995,Cat,Adoption
50890,A733359,Cat,Adoption
50891,A700457,Cat,Transfer
50892,A751736,Cat,Transfer
50893,A723906,Dog,Return to Owner
50894,A734049,Cat,Transfer
50895,A735434,Cat,Adoption
50896,A714792,Other,Euthanasia
50897,A707272,Dog,Return to Owner
50898,A727413,Cat,Adoption
50899,A764021,Cat,Transfer
50900,A743999,Dog,Adoption
50901,A371000,Cat,Adoption
50902,A736140,Cat,Transfer
50903,A748577,Other,Euthanasia
50904,A751904,Cat,Adoption
50905,A724827,Dog,Adoption
50906,A745995,Cat,Adoption
50907,A755061,Dog,Adoption
50908,A737361,Cat,Adoption
50909,A750699,Cat,Transfer
50910,A760759,Cat,Adoption
50911,A750817,Cat,Adoption
50912,A750885,Cat,Adoption
50913,A730678,Cat,Adoption
50914,A731023,Cat,Transfer
50915,A746492,Dog,Return to Owner
50916,A720695,Cat,Adoption
50917,A717448,Dog,Adoption
50918,A710693,Cat,Transfer
50919,A700852,Dog,Return to Owner
50920,A751149,Cat,Adoption
50921,A763888,Cat,Return to Owner
50922,A718354,Cat,Transfer
50923,A697789,Cat,Adoption
50924,A755632,Cat,Adoption
50925,A430366,Dog,Return to Owner
50926,A756091,Cat,Adoption
50927,A757848,Cat,Adoption
50928,A718870,Dog,Return to Owner
50929,A704459,Dog,Return to Owner
50930,A750041,Dog,Adoption
50931,A758291,Cat,Adoption
50932,A749602,Cat,Adoption
50933,A753665,Dog,Transfer
50934,A736139,Cat,Transfer
50935,A733478,Cat,Adoption
50936,A750330,Dog,Transfer
50937,A744506,Other,Euthanasia
50938,A751989,Dog,Transfer
50939,A724001,Cat,Adoption
50940,A730106,Dog,Return to Owner
50941,A763809,Dog,Return to Owner
50942,A746462,Dog,Adoption
50943,A745527,Other,Euthanasia
50944,A704214,Other,Transfer
50945,A756168,Cat,Transfer
50946,A691987,Dog,Adoption
50947,A754762,Dog,Adoption
50948,A751868,Cat,Adoption
50949,A735229,Dog,Transfer
50950,A705357,Cat,Euthanasia
50951,A735222,Cat,Adoption
50952,A703299,Dog,Adoption
50953,A701833,Cat,Transfer
50954,A752877,Cat,Adoption
50955,A730926,Cat,Transfer
50956,A720745,Other,Transfer
50957,A747825,Cat,Transfer
50958,A755332,Dog,Adoption
50959,A731316,Dog,Adoption
50960,A704921,Dog,Adoption
50961,A706448,Cat,Transfer
50962,A732388,Cat,Transfer
50963,A711399,Dog,Adoption
50964,A757249,Cat,Adoption
50965,A722464,Dog,Return to Owner
50966,A711467,Cat,Adoption
50967,A719320,Dog,Return to Owner
50968,A742131,Dog,Adoption
50969,A747357,Cat,Adoption
50970,A742331,Other,Died
50971,A750022,Cat,Transfer
50972,A714871,Cat,Died
50973,A710635,Dog,Transfer
50974,A702010,Cat,Transfer
50975,A741830,Cat,Adoption
50976,A738869,Dog,Adoption
50977,A717045,Cat,Transfer
50978,A704599,Dog,Adoption
50979,A737444,Cat,Transfer
50980,A707720,Other,Euthanasia
50981,A710091,Cat,Adoption
50982,A749654,Dog,Euthanasia
50983,A763625,Dog,Adoption
50984,A706955,Cat,Euthanasia
50985,A730706,Cat,Adoption
50986,A708847,Cat,Transfer
50987,A726391,Dog,Died
50988,A729451,Cat,Adoption
50989,A750085,Dog,Transfer
50990,A754171,Dog,Died
50991,A705126,Cat,Transfer
50992,A733457,Cat,Adoption
50993,A759300,Cat,Adoption
50994,A721943,Dog,Adoption
50995,A741579,Cat,Adoption
50996,A738218,Dog,Return to Owner
50997,A759919,Cat,Adoption
50998,A744114,Dog,Return to Owner
50999,A743028,Dog,Adoption
51000,A717097,Dog,Return to Owner
51001,A735078,Cat,Transfer
51002,A702604,Dog,Adoption
51003,A750056,Cat,Adoption
51004,A704094,Dog,Transfer
51005,A735433,Cat,Adoption
51006,A727749,Cat,Adoption
51007,A598288,Dog,Return to Owner
51008,A718522,Dog,Transfer
51009,A737965,Other,Transfer
51010,A715548,Cat,Transfer
51011,A722796,Other,Died
51012,A711076,Cat,Transfer
51013,A719010,Cat,Adoption
51014,A708188,Cat,Adoption
51015,A760743,Cat,Transfer
51016,A760519,Dog,Transfer
51017,A730213,Cat,Adoption
51018,A702351,Dog,Return to Owner
51019,A736843,Cat,Adoption
51020,A715310,Dog,Adoption
51021,A729328,Cat,Transfer
51022,A707857,Dog,Transfer
51023,A740780,Cat,Adoption
51024,A763385,Dog,Transfer
51025,A658751,Dog,Return to Owner
51026,A744241,Dog,Return to Owner
51027,A706500,Other,Euthanasia
51028,A711114,Dog,Adoption
51029,A755674,Dog,Adoption
51030,A710503,Dog,Return to Owner
51031,A750346,Other,Transfer
51032,A747002,Other,Adoption
51033,A716136,Dog,Adoption
51034,A721636,Dog,Return to Owner
51035,A732821,Cat,Transfer
51036,A718964,Cat,Return to Owner
51037,A730596,Dog,Return to Owner
51038,A762270,Other,Euthanasia
51039,A740101,Dog,Transfer
51040,A734186,Dog,Adoption
51041,A726409,Cat,Adoption
51042,A704135,Cat,Transfer
51043,A737550,Cat,Adoption
51044,A703116,Dog,Adoption
51045,A707738,Cat,Transfer
51046,A750594,Dog,Return to Owner
51047,A713759,Dog,Adoption
51048,A702438,Cat,Adoption
51049,A717703,Dog,Return to Owner
51050,A670497,Dog,Return to Owner
51051,A635880,Dog,Return to Owner
51052,A721929,Dog,Adoption
51053,A723530,Cat,Transfer
51054,A710356,Cat,Transfer
51055,A713163,Cat,Transfer
51056,A746133,Cat,Transfer
51057,A714347,Dog,Adoption
51058,A715693,Cat,Adoption
51059,A763157,Dog,Adoption
51060,A754345,Dog,Transfer
51061,A704730,Dog,Transfer
51062,A734339,Dog,Adoption
51063,A708715,Cat,Euthanasia
51064,A753070,Dog,Return to Owner
51065,A698521,Dog,Adoption
51066,A715552,Cat,Adoption
51067,A744852,Dog,Adoption
51068,A758636,Dog,Return to Owner
51069,A728953,Dog,Adoption
51070,A706055,Cat,Transfer
51071,A725520,Dog,Adoption
51072,A701556,Dog,Return to Owner
51073,A742306,Cat,Adoption
51074,A721046,Dog,Adoption
51075,A703567,Dog,Adoption
51076,A750405,Dog,Adoption
51077,A731428,Dog,Euthanasia
51078,A744708,Dog,Adoption
51079,A736871,Dog,Adoption
51080,A748024,Other,Transfer
51081,A741758,Cat,Transfer
51082,A724094,Dog,Transfer
51083,A739968,Cat,Adoption
51084,A737411,Cat,Adoption
51085,A752991,Cat,Transfer
51086,A710251,Dog,Transfer
51087,A739226,Cat,Transfer
51088,A739983,Cat,Return to Owner
51089,A757437,Dog,Transfer
51090,A738029,Cat,Transfer
51091,A701046,Other,Euthanasia
51092,A702749,Cat,Transfer
51093,A707388,Dog,Transfer
51094,A755121,Dog,Adoption
51095,A755275,Dog,Transfer
51096,A757810,Cat,Transfer
51097,A736949,Cat,Adoption
51098,A722885,Other,Euthanasia
51099,A730982,Cat,Transfer
51100,A707559,Cat,Return to Owner
51101,A699426,Cat,Adoption
51102,A754360,Dog,Return to Owner
51103,A700247,Dog,Return to Owner
51104,A738679,Dog,Return to Owner
51105,A749857,Dog,Adoption
51106,A700755,Cat,Transfer
51107,A734570,Dog,Adoption
51108,A760302,Cat,Transfer
51109,A732093,Dog,Return to Owner
51110,A622150,Dog,Return to Owner
51111,A754816,Cat,Transfer
51112,A706229,Dog,Euthanasia
51113,A715209,Dog,Adoption
51114,A758074,Dog,Return to Owner
51115,A710749,Dog,Return to Owner
51116,A704400,Dog,Adoption
51117,A707758,Dog,Adoption
51118,A593108,Cat,Transfer
51119,A707430,Dog,Transfer
51120,A701236,Dog,Transfer
51121,A710003,Cat,Transfer
51122,A744026,Dog,Return to Owner
51123,A704659,Cat,Transfer
51124,A743620,Cat,Adoption
51125,A734403,Cat,Adoption
51126,A745685,Dog,Adoption
51127,A700756,Dog,Adoption
51128,A735106,Cat,Transfer
51129,A710029,Dog,Adoption
51130,A740562,Cat,Transfer
51131,A745537,Dog,Return to Owner
51132,A707486,Cat,Adoption
51133,A754827,Cat,Transfer
51134,A707088,Dog,Transfer
51135,A755147,Cat,Transfer
51136,A649718,Dog,Return to Owner
51137,A757596,Dog,Transfer
51138,A731716,Dog,Transfer
51139,A721141,Dog,Return to Owner
51140,A707892,Cat,Transfer
51141,A727489,Cat,Adoption
51142,A730674,Cat,Adoption
51143,A710878,Cat,Adoption
51144,A761596,Dog,Transfer
51145,A702350,Dog,Transfer
51146,A701223,Cat,Transfer
51147,A744667,Dog,Adoption
51148,A733168,Cat,Transfer
51149,A711589,Cat,Transfer
51150,A754809,Other,Adoption
51151,A702695,Dog,Return to Owner
51152,A713827,Cat,Adoption
51153,A703735,Cat,Adoption
51154,A725483,Dog,Adoption
51155,A753618,Dog,Adoption
51156,A754338,Dog,Transfer
51157,A709142,Dog,Adoption
51158,A644756,Dog,Return to Owner
51159,A732698,Dog,Adoption
51160,A748636,Cat,Transfer
51161,A729641,Dog,Return to Owner
51162,A733863,Dog,Died
51163,A736939,Cat,Adoption
51164,A739787,Dog,Return to Owner
51165,A726079,Dog,Return to Owner
51166,A718446,Dog,Adoption
51167,A759119,Dog,Transfer
51168,A754340,Other,Died
51169,A701443,Dog,Adoption
51170,A712173,Cat,Transfer
51171,A731698,Cat,Transfer
51172,A713972,Cat,Died
51173,A747336,Other,Euthanasia
51174,A726263,Cat,Adoption
51175,A737119,Dog,Return to Owner
51176,A720866,Dog,Adoption
51177,A742117,Dog,Return to Owner
51178,A751559,Other,Euthanasia
51179,A759383,Dog,Adoption
51180,A719622,Dog,Return to Owner
51181,A731077,Dog,Return to Owner
51182,A747382,Dog,Adoption
51183,A714316,Other,Euthanasia
51184,A705017,Cat,Transfer
51185,A698569,Dog,Return to Owner
51186,A755409,Dog,Adoption
51187,A757396,Dog,Adoption
51188,A709466,Dog,Return to Owner
51189,A758261,Cat,Return to Owner
51190,A715560,Dog,Return to Owner
51191,A731999,Cat,Transfer
51192,A713854,Cat,Adoption
51193,A720615,Dog,Return to Owner
51194,A724823,Dog,Adoption
51195,A757638,Dog,Transfer
51196,A713432,Cat,Transfer
51197,A697779,Dog,Transfer
51198,A735601,Dog,Return to Owner
