,Animal ID,Type,Outcome Type
893,A391898,Dog,Return To Owner
894,A396081,Dog,Return To Owner
895,A396062,Dog,Return To Owner
896,A389406,Dog,Euthanize
897,A400763,Cat,Euthanize
898,A321233,Other,Transfer
899,A339373,Dog,Return To Owner
900,A400208,Cat,Adoption
901,A396972,Dog,Return To Owner
902,A397076,Cat,Euthanize
903,A400755,Dog,Return To Owner
904,A400186,Cat,Return To Owner
905,A399193,Dog,Return To Owner
906,A400071,Cat,Adoption
907,A308644,Cat,Transfer
908,A400480,Cat,Appt
909,A393834,Dog,Return To Owner
910,A277039,Dog,Return To Owner
911,A393896,Dog,Return To Owner
912,A362753,Other,Transfer
913,A393455,Dog,Adoption
914,A393782,Cat,Return To Owner
915,A338593,Dog,Return To Owner
916,A393899,Cat,Transfer
917,A400207,Cat,Adoption
918,A384318,Dog,Return To Owner
919,A393343,Dog,Euthanize
920,A396092,Dog,Return To Owner
921,A394288,Cat,Transfer
922,A346459,Dog,Adoption
923,A395403,Dog,Return To Owner
924,A396923,Other,Euthanize
925,A394289,Cat,Transfer
926,A346389,Dog,Return To Owner
927,A343095,Dog,Transfer
928,A388159,Dog,Adoption
929,A395916,Other,Transfer
930,A384713,Dog,Return To Owner
931,A353076,Dog,Return To Owner
932,A350689,Dog,Return To Owner
933,A400779,Cat,Transfer
934,A400781,Cat,Transfer
935,A391595,Dog,Return To Owner
936,A315482,Dog,Adoption
937,A400780,Cat,Transfer
938,A395917,Other,Transfer
939,A395877,Other,Transfer
940,A340097,Cat,Transfer
941,A399103,Cat,Return To Owner
942,A395876,Other,Transfer
943,A400718,Cat,Disposal
944,A391261,Cat,Adoption
945,A393919,Cat,Euthanize
946,A400628,Cat,Euthanize
947,A377176,Dog,Return To Owner
949,A400792,Cat,Return To Owner
950,A399546,Dog,Return To Owner
951,A399250,Dog,Return To Owner
952,A338593,Dog,Return To Owner
953,A399235,Other,Return To Owner
955,A400794,Dog,Return To Owner
956,A399262,Dog,Return To Owner
957,A394289,Cat,Adoption
958,A390827,Dog,Adoption
959,A399261,Dog,Return To Owner
960,A386305,Dog,Return To Owner
961,A393916,Dog,Return To Owner
962,A393902,Cat,Died
963,A364546,Dog,Disposal
964,A395321,Cat,Adoption
965,A393926,Cat,Euthanize
966,A396055,Dog,Transfer
967,A397098,Other,Euthanize
968,A302891,Dog,Return To Owner
969,A393599,Cat,Return To Owner
970,A374536,Dog,Return To Owner
971,A374536,Dog,Return To Owner
972,A393314,Dog,Transfer
973,A397084,Dog,Return To Owner
974,A399253,Dog,Euthanize
975,A388644,Cat,Euthanize
976,A396925,Dog,Transfer
977,A394339,Dog,Adoption
978,A393472,Dog,Transfer
979,A393473,Dog,Transfer
980,A396706,Dog,Transfer
981,A396864,Dog,Transfer
982,A396395,Dog,Transfer
983,A396394,Dog,Transfer
984,A365176,Dog,Return To Owner
985,A388031,Other,Adoption
986,A365176,Dog,Return To Owner
987,A399063,Dog,Return To Owner
988,A365176,Dog,Return To Owner
989,A396099,Dog,Return To Owner
990,A395970,Cat,Return To Owner
991,A396007,Cat,Return To Owner
992,A391887,Dog,Return To Owner
993,A338072,Dog,Return To Owner
994,A395561,Cat,Transfer
995,A397739,Cat,Adoption
996,A365176,Dog,Return To Owner
997,A393594,Dog,Adoption
998,A395638,Dog,Adoption
999,A396103,Dog,Return To Owner
1000,A391040,Cat,Transfer
1001,A387277,Dog,Return To Owner
1002,A365176,Dog,Return To Owner
1003,A391230,Cat,Adoption
1004,A393709,Cat,Adoption
1005,A355664,Dog,Return To Owner
1006,A391071,Cat,Adoption
1007,A393604,Dog,Return To Owner
1008,A399276,Dog,Return To Owner
1009,A393965,Dog,Return To Owner
1010,A393815,Cat,Return To Owner
1011,A395726,Dog,Adoption
1012,A393950,Cat,Euthanize
1013,A387277,Dog,Return To Owner
1014,A393708,Cat,Adoption
1015,A329713,Dog,Euthanize
1016,A393792,Dog,Adoption
1017,A391229,Cat,Adoption
1018,A354205,Dog,Return To Owner
1019,A395915,Dog,Adoption
1020,A395605,Dog,Euthanize
1021,A395823,Other,Transfer
1022,A352820,Dog,Return To Owner
1024,A307410,Dog,Return To Owner
1025,A395093,Dog,Transfer
1026,A382221,Dog,Adoption
1027,A395567,Cat,Disposal
1028,A395508,Cat,Return To Owner
1029,A332631,Dog,Adoption
1030,A393841,Cat,Return To Owner
1031,A395513,Cat,Transfer
1032,A395285,Dog,Transfer
1033,A395127,Cat,Transfer
1034,A352820,Dog,Return To Owner
1035,A343293,Dog,Return To Owner
1036,A354205,Dog,Return To Owner
1037,A352820,Dog,Return To Owner
1038,A343293,Dog,Return To Owner
1039,A394310,Dog,Transfer
1040,A395085,Other,Transfer
1041,A393814,Cat,Transfer
1042,A393958,Dog,Return To Owner
1043,A393673,Dog,Adoption
1044,A393707,Cat,Adoption
1045,A393762,Cat,Adoption
1046,A383096,Dog,Euthanize
1047,A385930,Dog,Adoption
1048,A368065,Dog,Transfer
1049,A396457,Dog,Transfer
1050,A397046,Dog,Transfer
1051,A396517,Dog,Transfer
1052,A396420,Other,Euthanize
1053,A395765,Dog,Transfer
1054,A396907,Dog,Transfer
1055,A396718,Dog,Transfer
1056,A393667,Dog,Adoption
1057,A254472,Cat,Adoption
1058,A396552,Dog,Transfer
1059,A396783,Dog,Transfer
1060,A365340,Dog,Adoption
1061,A396518,Dog,Transfer
1062,A397023,Dog,Transfer
1063,A332720,Cat,Return To Owner
1064,A395580,Dog,Transfer
1065,A396914,Dog,Transfer
1066,A341651,Cat,Adoption
1067,A395054,Other,Transfer
1068,A398090,Cat,Adoption
1070,A283214,Dog,Return To Owner
1071,A340826,Cat,Adoption
1072,A396403,Cat,Transfer
1073,A381811,Dog,Return To Owner
1074,A300244,Dog,Adoption
1075,A400205,Cat,Adoption
1076,A374241,Cat,Euthanize
1077,A396122,Cat,Rtos
1078,A395158,Dog,Transfer
1079,A324636,Cat,Adoption
1080,A314349,Dog,Return To Owner
1081,A363996,Dog,Adoption
1082,A393215,Other,Transfer
1083,A396050,Cat,Transfer
1084,A342659,Dog,Return To Owner
1085,A397965,Cat,Adoption
1086,A395191,Dog,Transfer
1087,A284759,Dog,Euthanize
1088,A340580,Cat,Adoption
1089,A395307,Dog,Adoption
1090,A399536,Dog,Return To Owner
1091,A378487,Cat,Adoption
1092,A394404,Dog,Return To Owner
1093,A400494,Cat,Adoption
1094,A397744,Cat,Adoption
1095,A341700,Cat,Adoption
1096,A395478,Dog,Transfer
1097,A339886,Dog,Adoption
1098,A375150,Dog,Adoption
1099,A229011,Dog,Rtos
1100,A396124,Cat,Euthanize
1101,A395608,Cat,Euthanize
1102,A287825,Dog,Return To Owner
1103,A375454,Cat,Adoption
1104,A395331,Dog,Transfer
1105,A396980,Dog,Return To Owner
1106,A330580,Dog,Return To Owner
1107,A311922,Dog,Euthanize
1108,A326770,Dog,Return To Owner
1109,A396825,Cat,Transfer
1110,A396236,Cat,Return To Owner
1111,A396983,Cat,Transfer
1112,A395797,Dog,Transfer
1113,A396105,Dog,Return To Owner
1114,A397077,Dog,Return To Owner
1115,A390238,Dog,Adoption
1116,A261947,Dog,Return To Owner
1117,A278395,Cat,Transfer
1118,A355514,Dog,Return To Owner
1119,A396982,Cat,Transfer
1120,A395821,Other,Adoption
1121,A396302,Cat,Transfer
1122,A396981,Dog,Return To Owner
1123,A400856,Other,Return To Owner
1124,A370703,Other,Euthanize
1125,A280917,Dog,Return To Owner
1126,A396760,Cat,Transfer
1127,A396830,Cat,Transfer
1128,A399546,Dog,Return To Owner
1129,A321454,Cat,Adoption
1130,A321453,Cat,Adoption
1131,A395822,Other,Adoption
1132,A365024,Cat,Adoption
1133,A365022,Cat,Adoption
1134,A322433,Dog,Adoption
1135,A393990,Dog,Return To Owner
1136,A345938,Dog,Adoption
1137,A392849,Dog,Return To Owner
1138,A393595,Dog,Adoption
1139,A365023,Cat,Adoption
1140,A394384,Dog,Transfer
1141,A393389,Dog,Adoption
1142,A393594,Dog,Adoption
1143,A390192,Dog,Adoption
1144,A393907,Cat,Return To Owner
1145,A395352,Cat,Return To Owner
1146,A396184,Cat,Return To Owner
1147,A395621,Other,Euthanize
1148,A394386,Dog,Transfer
1149,A326469,Cat,Euthanize
1150,A395617,Dog,Return To Owner
1151,A395538,Dog,Transfer
1152,A393275,Cat,Return To Owner
1153,A395518,Dog,Transfer
1154,A397139,Other,Transfer
1155,A336046,Dog,Euthanize
1156,A341690,Dog,Return To Owner
1157,A357106,Dog,Return To Owner
1158,A400885,Dog,Return To Owner
1159,A324158,Dog,Return To Owner
1160,A397089,Cat,Disposal
1161,A397006,Cat,Return To Owner
1162,A400857,Dog,Return To Owner
1163,A399257,Dog,Transfer
1164,A400834,Dog,Return To Owner
1165,A304100,Dog,Return To Owner
1166,A317294,Dog,Adoption
1167,A396974,Cat,Return To Owner
1168,A396887,Dog,Euthanize
1169,A396888,Dog,Euthanize
1170,A355887,Dog,Transfer
1171,A336508,Dog,Return To Owner
1172,A399385,Cat,Transfer
1173,A394200,Dog,Return To Owner
1174,A395846,Dog,Adoption
1175,A392504,Cat,Return To Owner
1176,A394209,Dog,Return To Owner
1177,A392505,Cat,Return To Owner
1178,A283472,Dog,Adoption
1179,A353817,Dog,Return To Owner
1180,A397158,Other,Euthanize
1181,A356736,Cat,Adoption
1182,A336508,Dog,Return To Owner
1183,A393939,Cat,Euthanize
1184,A396080,Cat,Return To Owner
1185,A375909,Dog,Euthanize
1186,A393418,Cat,Adoption
1187,A395852,Dog,Transfer
1188,A395890,Dog,Euthanize
1189,A353817,Dog,Return To Owner
1190,A394216,Dog,Return To Owner
1191,A261569,Dog,Return To Owner
1192,A395736,Dog,Adoption
1193,A394236,Cat,Return To Owner
1194,A354742,Cat,Adoption
1195,A331512,Dog,Return To Owner
1196,A395300,Dog,Adoption
1197,A395827,Dog,Transfer
1198,A395649,Dog,Return To Owner
1199,A399379,Cat,Euthanize
1200,A393431,Dog,Adoption
1201,A396093,Dog,Return To Owner
1202,A400813,Dog,Return To Owner
1203,A399256,Dog,Transfer
1204,A399258,Dog,Transfer
1205,A399384,Cat,Transfer
1206,A282620,Dog,Transfer
1207,A303505,Dog,Transfer
1208,A293127,Cat,Euthanize
1209,A396133,Dog,Return To Owner
1210,A395730,Dog,Adoption
1211,A397039,Cat,Euthanize
1212,A397182,Cat,Disposal
1213,A298979,Dog,Transfer
1214,A394257,Dog,Return To Owner
1215,A393419,Cat,Adoption
1216,A393380,Dog,Return To Owner
1217,A331512,Dog,Return To Owner
1218,A367647,Dog,Return To Owner
1219,A394203,Cat,Euthanize
1220,A375176,Dog,Return To Owner
1221,A393399,Dog,Adoption
1222,A394261,Cat,Euthanize
1223,A380786,Dog,Adoption
1224,A394237,Dog,Return To Owner
1225,A372535,Cat,Adoption
1226,A380786,Dog,Adoption
1227,A379565,Dog,Adoption
1228,A394258,Dog,Return To Owner
1229,A394288,Cat,Adoption
1230,A395077,Cat,Return To Owner
1231,A395584,Dog,Return To Owner
1232,A397192,Cat,Euthanize
1233,A397198,Other,Euthanize
1234,A317738,Dog,Return To Owner
1235,A371071,Dog,Return To Owner
1236,A395669,Dog,Return To Owner
1237,A371071,Dog,Return To Owner
1238,A387887,Dog,Adoption
1239,A391040,Cat,Return To Owner
1240,A395677,Other,Euthanize
1241,A391040,Cat,Return To Owner
1242,A395451,Cat,Adoption
1243,A388490,Dog,Transfer
1244,A392891,Dog,Return To Owner
1245,A393930,Dog,Transfer
1246,A395730,Dog,Adoption
1247,A393866,Dog,Adoption
1248,A393934,Dog,Adoption
1249,A388703,Dog,Return To Owner
1250,A393737,Dog,Euthanize
1251,A395511,Dog,Adoption
1252,A395873,Dog,Adoption
1253,A391365,Cat,Adoption
1254,A395732,Dog,Adoption
1255,A395908,Other,Adoption
1256,A397212,Dog,Transfer
1257,A396984,Cat,Transfer
1258,A396727,Cat,Transfer
1259,A352820,Dog,Disposal
1260,A395684,Dog,Return To Owner
1261,A395683,Dog,Return To Owner
1262,A305944,Dog,Return To Owner
1263,A395704,Dog,Return To Owner
1264,A399398,Dog,Transfer
1265,A315215,Dog,Return To Owner
1266,A400897,Dog,Return To Owner
1267,A400900,Dog,Return To Owner
1268,A395355,Dog,Transfer
1269,A391898,Dog,Transfer
1270,A398414,Cat,Transfer
1271,A397683,Cat,Transfer
1272,A397668,Cat,Transfer
1273,A397962,Cat,Transfer
1274,A308414,Dog,Transfer
1275,A315051,Dog,Return To Owner
1276,A399111,Cat,Return To Owner
1277,A308413,Dog,Transfer
1278,A394186,Cat,Return To Owner
1279,A400959,Cat,Transfer
1280,A394248,Cat,Transfer
1281,A398917,Cat,Transfer
1282,A400901,Dog,Return To Owner
1283,A393399,Dog,Return To Owner
1284,A230083,Dog,Return To Owner
1285,A290435,Dog,Euthanize
1286,A388702,Dog,Return To Owner
1287,A391898,Dog,Return To Owner
1288,A396020,Dog,Euthanize
1289,A399383,Dog,Return To Owner
1290,A370632,Dog,Adoption
1291,A390357,Dog,Adoption
1292,A396503,Cat,Transfer
1293,A394189,Cat,Return To Owner
1294,A397173,Cat,Euthanize
1295,A041060,Dog,Return To Owner
1296,A393505,Dog,Adoption
1297,A290434,Dog,Euthanize
1298,A397504,Cat,Transfer
1299,A342399,Dog,Return To Owner
1300,A340774,Dog,Adoption
1301,A397666,Cat,Transfer
1302,A397681,Cat,Transfer
1303,A399305,Other,Disposal
1304,A399249,Cat,Return To Owner
1305,A322298,Dog,Return To Owner
1306,A393420,Cat,Adoption
1307,A339479,Dog,Adoption
1308,A394311,Dog,Return To Owner
1309,A399397,Dog,Transfer
1310,A393933,Dog,Adoption
1311,A397532,Cat,Transfer
1312,A393866,Dog,Adoption
1313,A399114,Other,Return To Owner
1314,A399067,Dog,Return To Owner
1315,A397183,Dog,Transfer
1316,A379088,Dog,Adoption
1317,A379088,Dog,Adoption
1318,A398919,Dog,Return To Owner
1319,A400958,Cat,Transfer
1320,A400799,Cat,Euthanize
1321,A400919,Cat,Euthanize
1322,A397630,Dog,Euthanize
1323,A400960,Cat,Transfer
1325,A400798,Cat,Euthanize
1326,A400957,Cat,Euthanize
1327,A400923,Cat,Transfer
1328,A395675,Cat,Adoption
1329,A391898,Dog,Return To Owner
1330,A396242,Cat,Euthanize
1331,A397007,Dog,Transfer
1332,A396170,Dog,Transfer
1333,A396710,Dog,Transfer
1334,A309228,Dog,Return To Owner
1335,A364844,Dog,Adoption
1336,A395512,Dog,Adoption
1337,A376055,Cat,Adoption
1338,A395742,Cat,Adoption
1339,A336508,Dog,Transfer
1340,A396204,Cat,Return To Owner
1341,A286028,Dog,Return To Owner
1342,A396218,Other,Euthanize
1343,A326625,Dog,Return To Owner
1344,A399479,Dog,Return To Owner
1345,A399382,Dog,Return To Owner
1346,A331818,Dog,Return To Owner
1347,A399418,Dog,Return To Owner
1348,A399430,Dog,Return To Owner
1349,A397137,Dog,Transfer
1350,A396945,Dog,Transfer
1351,A315499,Dog,Return To Owner
1352,A396301,Dog,Transfer
1353,A397061,Dog,Transfer
1354,A398824,Cat,Adoption
1355,A396711,Dog,Transfer
1356,A396343,Dog,Transfer
1357,A298842,Dog,Adoption
1358,A399404,Dog,Return To Owner
1359,A334952,Dog,Return To Owner
1360,A398826,Cat,Adoption
1361,A311271,Dog,Return To Owner
1362,A400394,Dog,Transfer
1363,A400592,Dog,Transfer
1364,A400235,Dog,Transfer
1365,A394526,Dog,Return To Owner
1366,A394191,Dog,Transfer
1367,A400445,Dog,Transfer
1368,A229011,Dog,Adoption
1369,A389077,Cat,Adoption
1370,A400558,Other,Adoption
1371,A393414,Dog,Transfer
1372,A400962,Cat,Euthanize
1373,A315499,Dog,Return To Owner
1374,A389368,Dog,Return To Owner
1375,A397306,Other,Euthanize
1376,A329908,Dog,Adoption
1377,A315499,Dog,Return To Owner
1378,A395885,Other,Transfer
1379,A395902,Dog,Transfer
1380,A393952,Dog,Transfer
1381,A393953,Dog,Transfer
1382,A334952,Dog,Return To Owner
1383,A395884,Other,Transfer
1384,A394202,Cat,Adoption
1385,A387073,Dog,Return To Owner
1386,A393524,Dog,Transfer
1387,A393954,Dog,Transfer
1388,A395883,Other,Transfer
1389,A314131,Dog,Adoption
1390,A396249,Dog,Return To Owner
1391,A395897,Cat,Transfer
1392,A313931,Dog,Transfer
1393,A395914,Dog,Transfer
1394,A395604,Cat,Transfer
1395,A382440,Dog,Transfer
1396,A392014,Cat,Transfer
1397,A393618,Dog,Return To Owner
1398,A359646,Dog,Return To Owner
1400,A393500,Dog,Adoption
1401,A300956,Cat,Adoption
1402,A306388,Dog,Transfer
1403,A393989,Cat,Adoption
1404,A374864,Dog,Return To Owner
1405,A399499,Other,Euthanize
1406,A393903,Other,Transfer
1407,A400902,Dog,Return To Owner
1408,A397348,Cat,Euthanize
1409,A326601,Dog,Return To Owner
1410,A399531,Cat,Adoption
1411,A400100,Cat,Adoption
1412,A389077,Cat,Euthanize
1413,A397359,Dog,Return To Owner
1414,A396999,Dog,Transfer
1415,A397360,Dog,Return To Owner
1416,A351199,Dog,Return To Owner
1417,A389423,Cat,Adoption
1418,A366871,Dog,Return To Owner
1419,A400695,Dog,Return To Owner
1420,A400793,Dog,Euthanize
1421,A400980,Other,Euthanize
1422,A288342,Dog,Return To Owner
1423,A396296,Dog,Return To Owner
1424,A396295,Dog,Return To Owner
1425,A400880,Cat,Return To Owner
1426,A400982,Dog,Return To Owner
1427,A312984,Dog,Adoption
1428,A336626,Dog,Return To Owner
1429,A401007,Other,Euthanize
1430,A312984,Dog,Adoption
1431,A395923,Dog,Transfer
1432,A255820,Dog,Return To Owner
1433,A396294,Dog,Return To Owner
1434,A393929,Other,Transfer
1435,A363906,Dog,Adoption
1436,A362209,Dog,Adoption
1437,A397976,Cat,Transfer
1438,A398855,Cat,Transfer
1439,A399357,Cat,Return To Owner
1440,A394235,Cat,Return To Owner
1441,A394392,Cat,Return To Owner
1442,A395809,Dog,Return To Owner
1443,A398053,Cat,Transfer
1444,A399487,Dog,Return To Owner
1445,A397975,Cat,Transfer
1446,A397977,Cat,Transfer
1447,A334632,Dog,Transfer
1448,A393895,Dog,Return To Owner
1449,A399500,Cat,Return To Owner
1450,A397978,Cat,Transfer
1451,A396267,Dog,Return To Owner
1452,A397783,Cat,Transfer
1453,A398052,Cat,Transfer
1454,A398051,Cat,Transfer
1455,A398842,Cat,Transfer
1456,A396102,Dog,Return To Owner
1457,A397839,Cat,Transfer
1458,A398856,Cat,Transfer
1460,A384789,Dog,Transfer
1461,A397782,Cat,Transfer
1462,A288543,Dog,Adoption
1463,A316671,Dog,Adoption
1464,A397903,Cat,Transfer
1465,A400514,Cat,Return To Owner
1466,A249947,Dog,Return To Owner
1467,A400674,Cat,Transfer
1468,A307597,Dog,Return To Owner
1469,A365541,Dog,Return To Owner
1470,A394409,Dog,Return To Owner
1471,A394364,Cat,Euthanize
1472,A394420,Dog,Return To Owner
1473,A366691,Dog,Return To Owner
1474,A396886,Dog,Transfer
1475,A394225,Cat,Adoption
1476,A300911,Dog,Adoption
1477,A394221,Cat,Adoption
1478,A394222,Cat,Adoption
1479,A393604,Dog,Adoption
1480,A394224,Cat,Adoption
1481,A395796,Dog,Return To Owner
1482,A396166,Dog,Transfer
1483,A397379,Other,Transfer
1484,A397322,Dog,Transfer
1485,A356422,Dog,Transfer
1486,A328759,Dog,Return To Owner
1487,A396219,Dog,Transfer
1488,A396837,Dog,Transfer
1489,A343884,Dog,Return To Owner
1490,A381653,Dog,Transfer
1491,A337934,Dog,Return To Owner
1492,A396924,Dog,Transfer
1493,A337934,Dog,Return To Owner
1494,A397414,Other,Euthanize
1495,A397410,Dog,Return To Owner
1496,A400865,Dog,Return To Owner
1497,A400965,Dog,Return To Owner
1498,A386179,Dog,Rtos
1499,A394233,Dog,Transfer
1500,A401032,Cat,Euthanize
1501,A260838,Dog,Return To Owner
1502,A348051,Dog,Return To Owner
1503,A386347,Dog,Return To Owner
1504,A394255,Cat,Adoption
1505,A393938,Cat,Adoption
1506,A395236,Dog,Transfer
1507,A396163,Cat,Transfer
1508,A396183,Cat,Return To Owner
1509,A320899,Dog,Return To Owner
1510,A396324,Dog,Return To Owner
1511,A291255,Dog,Transfer
1512,A396139,Dog,Return To Owner
1513,A376095,Dog,Return To Owner
1514,A320951,Dog,Return To Owner
1515,A333402,Dog,Transfer
1516,A395991,Dog,Transfer
1517,A395973,Dog,Transfer
1518,A399513,Cat,Transfer
1519,A396100,Dog,Transfer
1520,A399516,Cat,Transfer
1521,A283704,Dog,Adoption
1522,A331865,Dog,Adoption
1523,A317014,Dog,Adoption
1524,A395059,Cat,Return To Owner
1525,A395053,Cat,Euthanize
1526,A316335,Dog,Return To Owner
1527,A397437,Cat,Euthanize
1528,A394223,Cat,Adoption
1529,A397345,Cat,Euthanize
1530,A399514,Cat,Transfer
1531,A318637,Dog,Return To Owner
1532,A396931,Cat,Euthanize
1533,A393979,Dog,Adoption
1534,A394437,Dog,Return To Owner
1535,A394253,Cat,Adoption
1536,A316335,Dog,Return To Owner
1537,A337043,Cat,Adoption
1538,A394239,Cat,Adoption
1539,A399515,Cat,Transfer
1540,A399444,Dog,Return To Owner
1541,A397405,Other,Disposal
1542,A384918,Dog,Transfer
1543,A397413,Cat,Return To Owner
1544,A401025,Dog,Return To Owner
1545,A384281,Dog,Return To Owner
1546,A400328,Dog,Euthanize
1547,A331564,Dog,Adoption
1548,A401053,Dog,Return To Owner
1549,A384281,Dog,Return To Owner
1550,A344690,Dog,Adoption
1551,A396362,Dog,Return To Owner
1552,A396158,Dog,Adoption
1553,A375648,Dog,Euthanize
1554,A396118,Dog,Euthanize
1555,A393604,Dog,Return To Owner
1556,A401043,Cat,Return To Owner
1557,A395695,Other,Return To Owner
1558,A395694,Other,Return To Owner
1559,A396385,Dog,Return To Owner
1560,A344925,Dog,Adoption
1561,A397449,Dog,Return To Owner
1562,A397455,Dog,Return To Owner
1563,A351840,Dog,Transfer
1564,A365529,Dog,Adoption
1565,A399547,Dog,Return To Owner
1566,A399533,Cat,Return To Owner
1567,A399369,Other,Transfer
1568,A399098,Dog,Return To Owner
1569,A399911,Cat,Euthanize
1571,A393427,Other,Transfer
1572,A399912,Other,Euthanize
1573,A398860,Dog,Transfer
1574,A370965,Dog,Return To Owner
1575,A385914,Other,Transfer
1576,A397475,Other,Euthanize
1577,A323871,Dog,Return To Owner
1578,A385915,Other,Transfer
1579,A379712,Dog,Return To Owner
1580,A393426,Other,Transfer
1581,A395764,Dog,Return To Owner
1582,A366821,Dog,Euthanize
1583,A400569,Dog,Transfer
1584,A400921,Dog,Return To Owner
1585,A400561,Dog,Transfer
1586,A271008,Dog,Return To Owner
1587,A345442,Dog,Adoption
1588,A302290,Dog,Transfer
1589,A326620,Cat,Transfer
1590,A396291,Dog,Adoption
1591,A395731,Dog,Transfer
