,city,country,id,latitude,longitude,name,state,zip
0,Kittery,US,ME118,43.0899,-70.7415,Kittery Animal Hospital and Creature Comforts LLC,ME,3904
1,Rye,US,NH81,42.9885,-70.8282,Lilac Groves Pampered Pups,NH,3870
2,Rye,US,NH140,42.9885,-70.8282,Northern New England Westie Rescue Inc,NH,3870
3,Stratham,US,NH31,43.0028,-70.9212,NHSPCA,NH,3885
4,York,US,ME158,43.1502,-70.6281,The Grateful Dog Animal Rescue,ME,3909
5,Newfields,US,NH105,43.0377,-70.9861,Cats 1st,NH,3856
6,Dover,US,NH54,43.1921,-70.8801,Cocheco Valley Humane Society,NH,3820
7,Brentwood,US,NH96,42.9783,-70.9666,4 Lil Paws Ferret Shelter,NH,3833
8,Seabrook,US,NH48,42.9002,-70.8839,All Breed Rescue and Adoption Inc.,NH,3874
9,Salisbury,US,MA65,42.8376,-70.8733,Merrimack River Feline Rescue Society,MA,1952
10,North Berwick,US,ME151,43.3043,-70.7353,Emma's Angels Rescue,ME,3906
11,Gonic,US,NH154,43.2759,-70.9891,"FuRRR Feline Rescue, Rehabilitation and Retirement",NH,3839
12,Merrimac,US,MA525,42.8335,-71.005,Safe Tails Animal Rescue,MA,1860
13,Wells,US,ME69,43.31100000000001,-70.5749,Safe Haven Humane Society,ME,4090
14,West Newbury,US,MA465,42.793,-70.9765,New England Equine Rescue North,MA,1985
15,Sandown,US,NH147,42.9389,-71.1662,PRONE - Papillon Rescue of the North East,NH,3873
16,Haverhill,US,MA265,42.7843,-71.0734,"One Tail at a Time Rescue, Inc.",MA,1830
17,Atkinson,US,NH75,42.8429,-71.1634,Cairn Rescue League,NH,3811
18,Lebanon,US,ME97,43.4104,-70.8751,Alpha Dog Rescue,ME,4027
19,Northwood,US,NH138,43.218,-71.2465,Mary's Dogs,NH,3261
20,Kennebunkport,US,ME89,43.3592,-70.4753,Lucky Pup Rescue,ME,4046
21,Ipswich,US,MA135,42.6829,-70.8423,Ipswich Humane Group Inc.,MA,1938
22,Farmington,US,NH112,43.3917,-71.0658,Voice for Animals,NH,3835
23,East Derry,US,NH10,42.8944,-71.2917,Greater Derry Humane Society Inc.,NH,3041
24,Salem,US,NH32,42.7904,-71.2182,Feline Friends,NH,3079
25,Salem,US,NH71,42.7904,-71.2182,Salem Animal Rescue League,NH,3079
26,Methuen,US,MA147,42.7272,-71.1763,MSPCA at Nevins Farm,MA,1844
27,Methuen,US,MA90,42.7272,-71.1763,Odd Dog Rescue,MA,1844
28,Gloucester,US,MA128,42.6258,-70.6665,Cape Ann Animal Aid,MA,1930
29,Milton Mills,US,NH50,43.5014,-70.9638,Greyhound Pets of America - Central NH Chapter,NH,3852
30,Andover,US,MA224,42.6487,-71.1558,Great Dog Rescue New England,MA,1810
31,Chichester,US,NH65,43.257332,-71.40144599999998,Live and Let Live Farm,NH,3258
32,Chichester,US,NH149,43.257332,-71.40144599999998,"Homes for Happy Dogs, Inc.",NH,3258
33,Manchester,US,NH67,42.9956,-71.4553,Animal Allies,NH,3105
34,Hathorne,US,MA477,42.5831,-70.9858,"North East Afghan Hound Rescue, Inc",MA,1937
35,Manchester,US,NH142,42.9667,-71.4502,All Better Pets,NH,3103
36,Manchester,US,NH160,42.9667,-71.4502,Darbster Foundation,NH,3103
37,Beverly,US,MA376,42.5611,-70.877,Friends of Beverly Animals,MA,1915
38,Beverly,US,MA459,42.5611,-70.877,Lucky Mutt Animal Rescue,MA,1915
39,Saco,US,ME136,43.5004,-70.4433,Hope Harbor Animal Society,ME,4072
40,Pelham,US,NH95,42.7365,-71.3243,Animal Rescue Network of New England,NH,3076
41,Manchester,US,NH25,42.9876,-71.4866,Friends of the Manchester Animal Shelter,NH,3102
42,Manchester,US,NH139,42.9876,-71.4866,For Dog's Sake,NH,3102
43,Peabody,US,MA41,42.5322,-70.9633,Animal Umbrella Inc.,MA,1960
44,Salem,US,MA171,42.5172,-70.8999,Northeast Animal Shelter,MA,1970
45,Salem,US,MA199,42.5172,-70.8999,PALS Animal Life Savers,MA,1970
46,Salem,US,MA511,42.5172,-70.8999,The Odd Cat Sanctuary,MA,1970
47,Bedford,US,NH03,42.9401,-71.5235,Animal Rescue League of New Hampshire,NH,3110
48,Tewksbury,US,MA423,42.6003,-71.2205,Blind Dog Rescue Alliance - MA,MA,1876
49,Marblehead,US,MA18,42.49800000000001,-70.8646,Friends of Marblehead's Abandoned Animals,MA,1945
50,Marblehead,US,MA370,42.49800000000001,-70.8646,Big Fluffy Dog Rescue,MA,1945
51,Concord,US,NH09,43.2153,-71.53399999999998,Pope Memorial SPCA of Concord Merrimack County,NH,3301
52,Lowell,US,MA106,42.6485,-71.3347,Lowell Humane Society,MA,1854
53,Franklin,US,MA74,42.4886,-70.964,Second Chance Boxer Rescue Inc.,MA,1904
54,Goffstown,US,NH155,43.0126,-71.5879,Granite State Paw Rescuers,NH,3045
55,Wakefield,US,MA142,42.5005,-71.0713,PAWS,MA,1880
56,Tyngsboro,US,MA33,42.6711,-71.415,Kitty Angels,MA,1879
57,Nashua,US,NH89,42.7689,-71.5135,Peis and Strays,NH,3063
58,North Billerica,US,MA284,42.5744,-71.289,Billerica Cat Care Coalition,MA,1862
59,Buxton,US,ME54,43.6643,-70.6035,Ferret Rescue of Maine,ME,4093
60,Limerick,US,ME125,43.6875,-70.7946,"New England Lab Rescue, Inc.",ME,4048
61,Scarborough,US,ME106,43.6066,-70.3491,Tender Touch Rescue,ME,4074
62,Melrose,US,MA393,42.4567,-71.0629,Melrose Humane Society,MA,2176
63,Woburn,US,MA343,42.4804,-71.1514,Woburn Feral Cat Coalition,MA,1888
64,Woburn,US,MA40,42.4804,-71.1514,House Rabbit Network,MA,1888
65,Nahant,US,MA447,42.4262,-70.9264,"German Shepherd Resource and Rescue Center, Inc.",MA,1908
66,Canterbury,US,NH33,43.3421,-71.5815,Libby's Haven for Senior Canines,NH,3224
67,Gilford,US,NH111,43.5475,-71.4072,Bare Paws Rescue,NH,3247
68,Ossipee,US,NH14,43.68600000000001,-71.1169,Lakes Region Humane Society,NH,3864
69,Westford,US,MA01,42.5831,-71.4399,North East Rottweiler Rescue,MA,1886
70,Westford,US,MA320,42.5831,-71.4399,"Forgotten Angels Shelter, Inc.",MA,1886
71,Westford,US,MA377,42.5831,-71.4399,Furry Tails Cat Shelter,MA,1886
72,Concord,US,NH39,42.8312,-71.6561,Siamese Cat Rescue Center,NH,3055
73,Milford,US,NH99,42.8312,-71.6561,"Sato Heart Rescue, Wilton,NH",NH,3055
74,Gorham,US,ME127,43.6918,-70.4442,The Pixel Fund,ME,4038
75,Medford,US,MA373,42.4189,-71.1096,Kitty Connection Inc,MA,2155
76,New Boston,US,NH119,42.9771,-71.7097,Canine Commitment NH,NH,3070
77,South Portland,US,ME137,43.6326,-70.2713,Helping Paws,ME,4106
78,South Portland,US,ME159,43.6326,-70.2713,Pittie Posse Rescue and Sanctuary,ME,4106
79,Westbrook,US,ME130,43.6769,-70.3717,Fetching Hope Rescue,ME,4098
80,Lexington,US,MA424,42.4457,-71.2314,Northeast Coonhound Rescue,MA,2420
81,Westbrook,US,ME107,43.6819,-70.3574,Yankee Chihuahua Rescue and Adopt,ME,4092
82,Westbrook,US,ME19,43.6819,-70.3574,"IMPS - Internet Miniature Pinscher Service, Inc.",ME,4092
83,Arlington,US,MA293,42.4186,-71.1643,"Whiskers of Hope, Inc.",MA,2474
84,Winthrop,US,MA292,42.3746,-70.9825,MassPAWS,MA,2152
85,Hopkinton,US,NH157,43.2143,-71.7175,Kast Hill Farm,NH,3229
86,Portland,US,ME80,43.6615,-70.294,Maine Sheltie Rescue,ME,4102
87,Somerville,US,MA09,42.3893,-71.0915,Happy Tails Pet Rescue,MA,2145
88,Somerville,US,MA378,42.3893,-71.0915,Black Cat Rescue,MA,2145
89,Weare,US,NH42,43.0452,-71.7475,WAG - We Are Animal Guardians,NH,3281
90,Portland,US,ME139,43.6614,-70.2558,Friends of Willow,ME,4104
91,Boston,US,MA484,42.3664,-71.0557,Last Hope K9 Rescue,MA,2113
92,Portland,US,ME114,43.68899999999999,-70.2852,Thistle Hill,ME,4103
93,Portland,US,ME126,43.68899999999999,-70.2852,Buddy Up Animal Society,ME,4103
94,Portland,US,ME146,43.68899999999999,-70.2852,The Green Ark,ME,4103
95,Franklin,US,NH52,43.4419,-71.6418,Franklin Animal Shelter,NH,3235
96,Boston,US,MA13,42.3492,-71.0739,Animal Rescue League of Boston,MA,2116
97,Waltham,US,MA190,42.3878,-71.2422,The Cat Connection,MA,2453
98,Boston,US,MA44,42.3507,-71.1539,Ellen M. Gifford Sheltering Home,MA,2135
99,Boxborough,US,MA501,42.4861,-71.5125,"Cavalier Alliance for Rescue, Research, and Education, Inc.",MA,1719
100,Boston,US,MA38,42.3111,-71.1124,MSPCA Boston Animal Care and Adoption Center,MA,2130
101,Jamaica Plain,US,MA77,42.3111,-71.1124,Second Chance Shelter for Cats,MA,2130
102,Falmouth,US,ME77,43.7523,-70.2772,Paws and Claws New England,ME,4105
103,Falmouth,US,ME87,43.7523,-70.2772,Mainely Rat Rescue,ME,4105
104,Hillsboro,US,NH74,43.0839,-71.8609,For The Love of Dog,NH,3244
105,Hull,US,MA137,42.2645,-70.8621,Hull Seaside Animal Rescue,MA,2045
106,Hull,US,MA487,42.2645,-70.8621,Survivor Tails Animal Rescue,MA,2045
107,Greenfield,US,NH01,42.9503,-71.8764,Cocker Spaniel Rescue of New England,NH,3047
108,Boston,US,MA94,42.2844,-71.1293,City of Boston Animal Shelter,MA,2131
109,Roslindale,US,MA506,42.2844,-71.1293,Boston's Forgotten Felines,MA,2131
110,Quincy,US,MA161,42.2507,-71.0018,Eskies Online American Eskimo Dog Rescue,MA,2169
111,Quincy,US,MA54,42.2507,-71.0018,Quincy Animal Shelter,MA,2169
112,Sudbury,US,MA04,42.3835,-71.4286,Save A Dog,MA,1776
113,Wayland,US,MA385,42.3455,-71.3599,"Guardian Angels Cat Rescue, Inc.",MA,1778
114,Wayland,US,MA45,42.3455,-71.3599,"German Shepherd Rescue of New England, Inc.",MA,1778
115,Wellesley,US,MA14,42.308,-71.2854,Stray Pets In Need of MA inc. (SPIN),MA,2181
116,Lunenburg,US,MA11,42.585,-71.7292,The Pat Brody Shelter for Cats,MA,1462
117,Cumberland,US,ME26,43.8104,-70.2567,Homeless Animal Rescue Team (HART),ME,4021
118,Scituate,US,MA85,42.2046,-70.7513,Scituate Animal Shelter,MA,2066
119,Dedham,US,MA432,42.2438,-71.1654,Shultz's Guest House,MA,2026
120,Braintree,US,MA275,42.21,-70.99,Massachusetts Humane Society Inc.,MA,2185
121,Braintree,US,MA317,42.21,-70.99,South Shore Humane Society,MA,2185
122,Braintree,US,MA390,42.2102,-70.9999,"Rescue Angels, Inc.",MA,2184
123,Yarmouth,US,ME152,43.8116,-70.2012,Old Dogs New Digs,ME,4096
124,Natick,US,MA219,42.2906,-71.35300000000002,"All Dog Rescue, Inc.",MA,1760
125,Hudson,US,MA208,42.3911,-71.5588,CaRMaH (Cat Rescue of Marlborough and Hudson),MA,1749
126,Framingham,US,MA272,42.3025,-71.4236,PittieLove Rescue Inc.,MA,1701
127,Randolph,US,MA138,42.1732,-71.0494,Hilltop Humane Society,MA,2368
128,Randolph,US,MA513,42.1732,-71.0494,Paws4Survival Rescue Inc.,MA,2368
129,Framingham,US,MA494,42.28,-71.4164,Wildheart Canine Rescue,MA,1702
130,Norwood,US,MA104,42.1867,-71.2027,Neponset Valley Humane Society,MA,2062
131,Holbrook,US,MA458,42.1472,-71.0112,Bessy's Place Cat Sanctuary & Cat Adoption,MA,2343
132,Canton,US,MA454,42.1658,-71.1344,"CAT CANTON RESCUE, Inc.",MA,2021
133,Freeport,US,ME53,43.8512,-70.1207,Tall Tails Beagle Rescue,ME,4032
134,Freeport,US,ME78,43.8512,-70.1207,Journey Home Dog Rescue,ME,4032
135,Marshfield,US,MA358,42.107,-70.6953,"IMPS - Internet Miniature Pinscher Service, Inc. - New England region",MA,2050
136,Avon,US,MA495,42.1245,-71.0452,Marty's Cat Rescue,MA,2322
137,Medfield,US,MA368,42.1816,-71.3036,Forever Home Rescue New England,MA,2052
138,Medfield,US,MA57,42.1816,-71.3036,A Medfield Animal Shelter,MA,2052
139,Jaffrey,US,NH68,42.8312,-72.0674,Monadnock Kitty Rescue and Adoption,NH,3452
140,Sterling,US,MA131,42.414,-71.7925,Animal Shelter Inc.,MA,1564
141,Sterling,US,MA86,42.414,-71.7925,NEADY Cats Inc.,MA,1564
142,Brockton,US,MA409,42.0811,-71.0255,Animal Protection Center of Southeastern MA,MA,2301
143,Brockton,US,MA464,42.0811,-71.0255,Cat Lovers Rescue,MA,2302
144,Hopkinton,US,MA141,42.226000000000006,-71.5195,Baypath Humane Society of Hopkinton Inc.,MA,1748
145,Hopkinton,US,MA515,42.226000000000006,-71.5195,Brown Dog Coalition and Rescue Ltd,MA,1748
146,Hanson,US,MA379,42.0605,-70.863,Caribbean Connection Puppy Rescue,MA,2341
147,Pembroke,US,MA185,42.0552,-70.8094,Town of Pembroke Animal Control,MA,2359
148,Fryeburg,US,ME39,44.0544,-70.9417,Harvest Hills Animal Shelter,ME,4037
149,Stow,US,ME88,44.0544,-70.9417,The Long Journey to a New Begining Animal Rescue,ME,4037
150,Gardner,US,MA475,42.5668,-71.9839,Gardner Animal Control Facility,MA,1440
151,Duxbury,US,MA26,42.0473,-70.7177,Duxbury Animal Control & Shelter,MA,2332
152,Duxbury,US,MA71,42.0417,-70.6728,Standish Humane Society,MA,2331
153,Princeton,US,MA124,42.359,-71.7915,NEADS,MA,1583
154,Albany,US,NH156,43.9737,-71.3956,Connect A Pet New England,NH,3818
155,Brunswick,US,ME119,43.8973,-69.9718,"Puppy Love, Inc.",ME,4011
156,Brunswick,US,ME30,43.8973,-69.9718,Coastal Humane Society,ME,4011
157,Worcester,US,MA427,42.3107,-71.7962,Broken Tail Rescue,MA,1606
158,Worcester,US,MA63,42.3107,-71.7962,Worcester Animal Rescue League,MA,1606
159,Milford,US,MA281,42.1499,-71.5263,Town of Milford Animal Control,MA,1757
160,Topsham,US,ME90,43.9371,-69.9656,Coastal Maine Great Dane Rescue,ME,4086
161,Topsham,US,ME154,43.9371,-69.9656,Community Spay-Neuter Clinic,ME,4086
162,Mansfield,US,MA34,42.0234,-71.219,Mansfield Animal Shelter,MA,2048
163,Mansfield,US,MA507,42.0234,-71.219,"The Pittie Stop Rescue, Inc.",MA,2048
164,Newport,US,NH159,43.3663,-72.2055,Wags and Wiggles Rescue,NH,3773
165,Portland,US,ME24,44.087,-70.3186,Australian Cattle Dog Rescue Association,ME,4258
166,Bridgewater,US,MA466,41.9799,-70.9751,"North Atlantic Westie Rescue, Inc.",MA,2324
167,Templeton,US,MA115,42.5209,-72.0712,Ahimsa Haven,MA,1468
168,Templeton,US,MA325,42.5209,-72.0712,American Bullmastiff Rescue,MA,1468
169,Bath,US,ME121,43.9235,-69.8342,A Paw in the Door Cat Rescue,ME,4530
170,Bath,US,ME150,43.9235,-69.8342,Souly Maine Pets Rescue,ME,4530
171,Northbridge,US,MA398,42.161,-71.6736,"Willy's Kitty Angels Rescue, Inc.",MA,1534
172,Northbridge,US,MA451,42.161,-71.6736,"BV Cats, Inc.",MA,1534
173,Bellingham,US,MA503,42.0679,-71.4791,Ruff Tales Rescue,MA,2019
174,Woolwich,US,ME02,43.9185,-69.8025,Second Chance Boxer Rescue - New England,ME,4579
175,Paxton,US,MA140,42.3049,-71.916,Sweetpea Friends of Rutland Animals,MA,1612
176,Keene,US,NH60,42.8689,-72.3072,Fast Friends Greyhound Adoption Center,NH,3469
177,Provincetown,US,MA369,42.0063,-70.2082,Carrie A. Seaman Animal Shelter dba CASAS,MA,2657
178,Plainville,US,MA335,41.9784,-71.3111,Angelcat Haven,MA,2762
179,Raynham,US,MA262,41.9236,-71.0528,"Nemasket Orphaned Animal Haven, Inc.",MA,2768
180,Alstead,US,NH133,43.1503,-72.3572,New Hampshire Small Dog Rescue,NH,3602
181,Uxbridge,US,MA486,42.0788,-71.6354,Pawfect Life Rescue,MA,1569
182,Uxbridge,US,MA498,42.0788,-71.6354,Whiskers & Mittens TNR,MA,1569
183,Uxbridge,US,MA522,42.0788,-71.6354,Fine Feline Cat Rescue,MA,1569
184,Winchester,US,NH161,42.8084,-72.3372,Draft Gratitude,NH,3470
185,Oakham,US,MA433,42.3483,-72.0453,"Bay State Equine Rescue, Inc.",MA,1068
186,Carver,US,MA380,41.8864,-70.7748,Friends of Carver Animals,MA,2330
187,Plymouth,US,MA80,41.8978,-70.5424,Plymouth Animal Shelter Adoptions,MA,2345
188,Taunton,US,MA72,41.9059,-71.1056,Taunton Animal Shelter,MA,2780
189,Claremont,US,NH83,43.3696,-72.3441,Sullivan County Humane Society,NH,3743
190,Claremont,US,NH114,43.3696,-72.3441,Lost my Way Animal Shelter,NH,3743
191,North Smithfield,US,RI105,42.0028,-71.5153,Furever Dachshund Rescue,RI,2896
192,Attleboro,US,MA78,41.9304,-71.3049,Friends of Attleboro Animal Shelter,MA,2703
193,Attleboro,US,MA98,41.9304,-71.3049,"Attleboro Friends of Cats, Inc.",MA,2703
194,Attleboro,US,MA520,41.9304,-71.3049,Massachusetts Feline Intervention Alliance,MA,2703
195,Woonsocket,US,RI43,41.9939,-71.5169,Woonsocket Cat Sanctuary,RI,2895
196,Charlestown,US,NH93,43.2385,-72.4242,River Valley Animal Protection League,NH,3603
197,Paris,US,ME44,44.2598,-70.5022,Responsible Pet Care of Oxford Hills,ME,4271
198,Douglas,US,MA17,42.0628,-71.7525,Dog Orphans Inc.,MA,1516
199,East Brookfield,US,MA30,42.2252,-72.0368,Second Chance Animal Shelter Inc.,MA,1515
200,Central Falls,US,RI64,41.8917,-71.3971,Friends of Central Falls Animals,RI,2863
201,Rehoboth,US,MA152,41.8464,-71.2393,Rehoboth Animal Shelter,MA,2769
202,Pawtucket,US,RI13,41.8786,-71.3831,Pawtucket Animal Shelter,RI,2862
203,Harrisville,US,RI113,41.9765,-71.6622,New England Humane Society,RI,2830
204,Oakland,US,RI40,41.9596,-71.6487,Burrillville Animal Control,RI,2858
205,Wilder,US,VT72,43.6728,-72.3092,Long Trail Canine Rescue,VT,5088
206,Springfield,US,VT21,43.3275,-72.4888,Springfield Humane Society Inc.,VT,5156
207,Webster,US,MA266,42.0599,-71.8741,Community Cat Connection,MA,1570
208,Rumford,US,RI19,41.8456,-71.352,Pawswatch Adoptable Cats,RI,2916
209,Seekonk,US,MA32,41.8369,-71.3246,Seekonk Animal Shelter,MA,2771
210,West Warwick,US,RI28,41.8609,-71.4352,West Warwick Animal Shelter,RI,2904
211,White River Junction,US,VT49,43.6536,-72.3568,White River Animal Rescue,VT,5001
212,Pascoag,US,RI49,41.9558,-71.7162,Humane Association of Northwestern Rhode Island,RI,2859
213,Rochester,US,MA455,41.7562,-70.8384,"It's All About the Animals, Inc.",MA,2770
214,Providence,US,RI76,41.8367,-71.396,"Friends of Homeless Animals, Inc.",RI,2906
215,Brownsville,US,VT07,43.4701,-72.4846,Lucy Mackenzie Humane Society,VT,5037
216,East Providence,US,RI46,41.8138,-71.3704,East Providence Animal Control Center,RI,2914
217,Providence,US,RI11,41.8239,-71.4133,Volunteer Services for Animals - Warwick,RI,2940
218,Providence,US,RI84,41.8239,-71.4133,"Almost Home Rescue, Inc.",RI,2940
219,Providence,US,RI03,41.8202,-71.4153,Providence Animal Rescue League,RI,2903
220,Chepachet,US,RI83,41.9015,-71.6802,"Jenny's Hope Rescue, Inc",RI,2814
221,Glocester,US,RI96,41.9015,-71.6802,Little Rhody Rescue,RI,2814
222,Chepachet,US,RI124,41.9015,-71.6802,The Abandoned Dogs of RI,RI,2814
223,Providence,US,RI130,41.8192,-71.4488,Rhode Home Rescue,RI,2909
224,Johnston,US,RI129,41.8302,-71.4949,Scruffy Paws Animal Rescue,RI,2919
225,West Warren,US,MA514,42.2125,-72.1917,Central New England Equine Rescue,MA,1092
226,Thompson,US,CT366,41.9671,-71.8499,New England All Breed Rescue,CT,6277
227,Marion,US,MA195,41.7111,-70.7561,New England Brittany Rescue Inc.,MA,2738
228,Providence,US,RI79,41.7905,-71.4059,Providence Animal Control,RI,2905
229,Cranston,US,RI108,41.7905,-71.4059,Handsome Dan's Rescue for Pit Bull Type Dogs,RI,2905
230,Southbridge,US,MA505,42.0748,-72.0376,Big Hair Animal Rescue Inc.,MA,1550
231,Swansea,US,MA359,41.7408,-71.208,"Project Spay, Inc.",MA,2777
232,Swansea,US,MA75,41.7408,-71.208,Town of Swansea Animal Shelter,MA,2777
233,Riverside,US,RI48,41.7676,-71.3648,Rhode Island SPCA,RI,2915
234,Riverside,US,RI72,41.7676,-71.3648,Cat Adoption Team Services,RI,2915
235,Reading,US,VT65,43.4903,-72.5536,Turtle Hill Farm Animal Sanctuary of VT,VT,5062
236,Littleton,US,NH132,44.219,-71.7753,"Second Chance Animal Rescue, Inc",NH,3561
237,Brimfield,US,MA468,42.1501,-72.1721,"Here Today Adopted Tomorrow Animal Sanctuary, Inc.",MA,1010
238,Cranston,US,RI132,41.7778,-71.4376,Tigersden Rescue,RI,2910
239,Fall River,US,MA12,41.7151,-71.1418,Faxon Animal Care & Adoption Center,MA,2720
240,Acushnet,US,MA410,41.691,-70.9066,C.A.R.E. Center for Animal Rescue & Education,MA,2743
241,North Haverhill,US,NH125,44.0901,-72.0235,Northeastern Reptile Welfare League,NH,3774
242,North Haverhill,US,NH135,44.0901,-72.0235,New Digs for Dogs Rescue,NH,3774
243,Warren,US,RI78,41.725,-71.2694,Warren Animal Hospital,RI,2885
244,Winthrop,US,ME155,44.3084,-69.973,Protectors of Animal Lives Society (PALS),ME,4364
245,Turners Falls,US,MA476,42.5943,-72.5579,Franklin County Sheriffs Office Regional Shelter,MA,1376
246,Warwick,US,RI77,41.7499,-71.408,PAWS New England,RI,2888
247,Dennis,US,MA448,41.7326,-70.1981,"Scargo Wags and Wiggles Rescue, Inc.",MA,2638
248,Cranston,US,RI56,41.7639,-71.5027,Animals Depend On People Too (A.D.O.P.T.),RI,2921
249,Fall River,US,MA143,41.6854,-71.1765,Forever Paws Animal Shelter,MA,2724
250,Brewster,US,MA59,41.7464,-70.0982,Animal Rescue League of Boston,MA,2631
251,Greenfield,US,MA456,42.6008,-72.5987,For the Love of a Dog,MA,1301
252,Greenfield,US,MA516,42.6008,-72.5987,New 2 U Dog Rescue,MA,1301
253,Townshend,US,VT68,43.1281,-72.7117,"Gerda's Equine Rescue, Inc.",VT,5359
254,Fairhaven,US,MA527,41.6407,-70.8883,Fairhaven Animal Shelter,MA,2719
255,Bristol,US,RI53,41.684,-71.2682,Bristol Animal Shelter,RI,2809
256,Dartmouth,US,MA116,41.6353,-70.9385,Humane Society & Shelter - SouthCoast,MA,2740
257,New Bedford,US,MA489,41.6353,-70.9385,Lighthouse Animal Shelter,MA,2740
258,Woodstock,US,CT354,41.9433,-71.9954,Next Stop Forever,CT,6281
259,Woodstock,US,CT480,41.9433,-71.9954,"P.A.W.S. - Pound Animals are Worth Saving, Inc",CT,6281
260,Centerville,US,MA243,41.6581,-70.3587,MSPCA Cape Cod Animal Care and Adoption Center,MA,2632
261,Warwick,US,RI14,41.6919,-71.3792,PawsWatch,RI,2887
262,Warwick,US,RI109,41.6919,-71.3792,RI Friends of Felines,RI,2887
263,Warwick,US,RI114,41.7032,-71.4404,Rhode Island Parrot Rescue,RI,2886
264,Pelham,US,MA333,42.3779,-72.5096,Pug Rescue of New England,MA,1002
265,Amherst,US,MA488,42.3779,-72.5096,Gemini's Pampered Greyhounds,MA,1002
266,Dayville,US,CT362,41.8515,-71.8663,Passion 4 Paws,CT,6241
267,Dayville,US,CT89,41.8515,-71.8663,Northeastern Connecticut Council of Governments,CT,6241
268,Augusta,US,ME149,44.3106,-69.78,Animal Rescue of Kennebec,ME,4332
269,Jefferson,US,NH145,44.4161,-71.4742,"NH Sled Dog Rescue, History & Education Center",NH,3583
270,Clayville,US,RI20,41.7649,-71.6723,Scituate Animal Shelter,RI,2815
271,Tiverton,US,RI60,41.6352,-71.1876,Tiverton Animal Control Pound,RI,2878
272,Foster,US,RI119,41.7806,-71.7236,Furry Angels Dachshund Rescue,RI,2825
273,Augusta,US,ME42,44.3153,-69.775,Maine Greyhound Placement Service,ME,4330
274,East Falmouth,US,MA232,41.6057,-70.6457,PEOPLE FOR CATS,MA,2574
275,West Warwick,US,RI104,41.7025,-71.5187,Northwest Animal Protection League,RI,2893
276,West Warwick,US,RI117,41.7025,-71.5187,Southpaws Express,RI,2893
277,West Warwick,US,RI123,41.7025,-71.5187,Just Doodles and Friends Rescue,RI,2893
278,Dartmouth,US,MA502,41.598,-70.9511,Odies Place,MA,2748
279,Coventry,US,RI131,41.6944,-71.5606,Second Chance Cats of Kent County ,RI,2816
280,Shelburne Falls,US,MA324,42.5996,-72.7048,Better Than Dead Rescue,MA,1370
281,Pomfret Center,US,CT560,41.863,-71.984,East Coast Canine Rescue Inc.,CT,6259
282,East Greenwich,US,RI08,41.6512,-71.4687,East Greenwich Animal Protection League,RI,2818
283,East Greenwich,US,RI133,41.6512,-71.4687,Midnight Run Rescue,RI,2818
284,Lunenburg,US,VT36,44.4247,-71.7542,Riverside Rescue,VT,5906
285,Warren,US,ME96,44.1192,-69.2366,Catahoula Rescue of New England,ME,4864
286,North Kingstown,US,RI09,41.5882,-71.4593,North Kingstown Animal Shelter,RI,2852
287,North Kingstown,US,RI23,41.5882,-71.4593,Pet Refuge,RI,2852
288,Wauregan,US,CT553,41.7442,-71.9097,Pride Rock Rescue,CT,6387
289,Middletown,US,RI04,41.5456,-71.2919,Potter League for Animals,RI,2842
290,Thomaston,US,ME04,44.0768,-69.14399999999999,Pope Memorial Humane Society of Knox County,ME,4861
291,Chicopee,US,MA519,42.1739,-72.5769,Mutt Rescue,MA,1020
292,Randolph Center,US,VT75,43.9438,-72.6064,Potters Angels Rescue,VT,5061
293,Exeter,US,RI55,41.5675,-71.5813,Friends of Exeter Animals,RI,2822
294,Plainfield,US,CT37,41.7073,-71.9535,Whiskers Animal Shelter,CT,6374
295,Goshen,US,CT162,41.8841,-72.2663,TarTan Gordon Setter Rescue,CT,6279
296,Willington,US,CT482,41.8841,-72.2663,Willington Animal Control,CT,6279
297,Oak Bluffs,US,MA480,41.4538,-70.5646,Angels Helping Animals Worldwide,MA,2557
298,Vineyard Haven,US,MA366,41.449,-70.6142,"Second Chance Animal Rescue, Inc",MA,2568
299,Springfield,US,MA136,42.1305,-72.5752,Thomas J. O'Connor Animal Control and Adoption Center,MA,1104
300,Chicopee,US,MA450,42.1486,-72.6083,Halfway Home Cat Rescue Inc.,MA,1021
301,Canterbury,US,CT534,41.7003,-71.9929,Eskies Online Multi-Breed Dog Rescue,CT,6331
302,St. Johnsbury,US,VT59,44.4286,-72.0137,"Kingdom Animal Shelter, Inc",VT,5819
303,Pittsford,US,VT11,43.7745,-72.82,Rutland County Humane Society,VT,5763
304,Mansfield,US,CT23,41.8021,-72.2549,Mansfield Animal Control,CT,6268
305,Mansfield Center,US,CT142,41.7718,-72.2083,CATS Northeast Inc.,CT,6250
306,Willington,US,CT264,41.7718,-72.2083,"American Lab Rescue, Inc",CT,6250
307,Williamstown,US,VT37,44.1225,-72.5418,Random Rescue,VT,5679
308,Tolland,US,CT573,41.8692,-72.3748,Paws for Life Animal Rescue,CT,6084
309,Wyoming,US,RI22,41.5193,-71.6795,Richmond Animal Control,RI,2898
310,Ellington,US,CT347,41.9144,-72.4532,Wiggle Pups Rescue,CT,6029
311,Ellington,US,CT68,41.9144,-72.4532,Ellington Animal Control,CT,6029
312,Mendon,US,VT19,43.6071,-72.9733,Green Mtn Pug Rescue,VT,5701
