,city,country,id,latitude,longitude,name,state,zip
2983,Monterey,US,CA1164,36.5952,-121.8815,The SPCA for Monterey County,CA,93940
2984,Fresno,US,CA2195,36.7478,-119.7714,Mending Fences,CA,93729
2985,Fresno,US,CA2390,36.6984,-119.821,Fresno Humane Animal Services,CA,93706
2986,Fresno,US,CA1640,36.6735,-119.7464,Animal Compassion Team of California,CA,93725
2987,Green River,US,WY58,41.5169,-109.4485,Green River Animal Control Shelter,WY,82935
2988,Fowler,US,CA1071,36.6283,-119.6755,Pinky Paws ResQ,CA,93625
2989,Parlier,US,CA457,36.6145,-119.5283,The Cat House on the Kings,CA,93648
2990,Sheridan,US,WY13,44.7785,-106.9721,Western Australian Shepherd Rescue,WY,82801
2991,Sheridan,US,WY14,44.7785,-106.9721,Sheridan Dog & Cat Shelter Inc.,WY,82801
2992,Sheridan,US,WY52,44.7785,-106.9721,Herding Rescue Dogs of Wyoming,WY,82801
2993,Sheridan,US,WY62,44.7785,-106.9721,Second Chance Sheridan Cat Rescue,WY,82801
2994,Kingsburg,US,CA1727,36.5195,-119.5551,Pawsitive Connections,CA,93631
2995,Meadow Lake,CA,SK12,54.13333299999999,-108.433333,Meadow Lake & District Humane Society,SK,S0M 1V0
2996,Saskatoon,CA,SK26,52.14,-106.682,Size Small Dog Rescue,SK,S7L 3K9
2997,Saskatoon,CA,SK36,52.14,-106.682,Adopt a Paw Pet Haven Inc.,SK,S7L 7J2
2998,Duchesne,US,UT148,40.1633,-110.4011,Duchesne County Animal Control ,UT,84021
2999,Hanford,US,CA944,36.33,-119.6515,Kings County Animal Services,CA,93230
3000,Saskatoon,CA,SK01,52.155,-106.637,Saskatoon SPCA,SK,S7K 3S9
3001,Lemoore,US,CA889,36.2974,-119.7891,Kings SPCA,CA,93245
3002,Lemoore,US,CA1005,36.2974,-119.7891,Stonecliffe Animal Rescue,CA,93245
3003,Lemoore,US,CA2291,36.2974,-119.7891,Valley Animal Haven,CA,93245
3004,Saskatoon,CA,SK02,52.106,-106.596,New Hope Dog Rescue,SK,s7h 3a1
3005,Saskatoon,CA,SK04,52.106,-106.596,SCAT Street Cat Rescue Program,SK,S7H 2V7
3006,Visalia,US,CA492,36.33,-119.2594,Tulare County Animal Services,CA,93292
3007,Visalia,US,CA414,36.3123,-119.3164,Valley Oak SPCA,CA,93277
3008,Visalia,US,CA929,36.3123,-119.3164,Love of Animals Inc.,CA,93277
3009,Exeter,US,CA2570,36.2869,-119.1392,Courage to Train,CA,93221
3010,Roosevelt,US,UT170,40.3003,-109.9982,Furever Buddys Dog Rescue,UT,84066
3011,Salina,US,UT129,38.9493,-111.8629,Fullmer Menagerie Animal Rescue,UT,84654
3012,Tulare,US,CA569,36.2034,-119.331,"Toy Fox Terrier Rescue, Inc.",CA,93274
3013,Tulare,US,CA2099,36.2034,-119.331,Tulare Animal Services,CA,93274
3014,Rock Springs,US,WY03,41.5511,-108.5547,Red Desert Humane Society,WY,82901
3015,Rock Springs,US,WY68,41.5511,-108.5547,Rock Springs Animal Control,WY,82901
3016,Shell Lake,CA,SK31,53.3,-107.116667,Collie Rescue Network Saskatchewan,SK,S0J 2G0
3017,LINDSAY,US,CA1655,36.2087,-119.0983,CENTRAL VALLEY RESCUE RAILROAD,CA,93247
3018,Vernal,US,UT44,40.463,-109.5787,Uintah Animal Shelter,UT,84078
3019,Vernal,US,UT192,40.463,-109.5787,Ashley Valley Community Cats,UT,84078
3020,High Level,CA,AB103,58.51666700000001,-117.133333,Northern Lights Regional Humane Society,AB,T0H 1Z0
3021,Parowan,US,UT168,37.8422,-112.8272,Parowan Animal Shelter/Parowan Animal Assistance League,UT,84761
3022,Cedar City,US,UT91,37.7111,-113.0425,CEDAR ANIMAL RESCUE,UT,84720
3023,Cedar City,US,UT158,37.6775,-113.0611,Iron County Animal Shelter,UT,84721
3024,Paso Robles,US,CA2307,35.5921,-120.6825,Central Coast Herding Dog Rescue,CA,93446
3025,Cambria,US,CA1585,35.5484,-121.0735,Homeless Animal Rescue Team,CA,93428
3026,Templeton,US,CA104,35.5254,-120.707,Second Chance at Love Humane Society,CA,93465
3027,Templeton,US,CA797,35.5254,-120.707,Short N Sweet Dog Rescue,CA,93465
3028,Glendive,US,MT49,47.1063,-104.719,Montana German Shorthaired Pointer Rescue,MT,59330
3029,Atascadero,US,CA1466,35.4803,-120.6696,Foxy Doxy Dachshund Rescue,CA,93422
3030,Atascadero,US,CA1771,35.4803,-120.6696,Woods Humane Society North County,CA,93422
3031,Wasco,US,CA1181,35.5984,-119.323,Wasco Animal Shelter,CA,93280
3032,Ivins,US,UT74,37.1686,-113.6786,Ivins Animal Shelter & Adoption Center serving Ivins and Santa Clara,UT,84738
3033,Regina,CA,SK39,50.416,-104.62,Waggy Tails Pet Rescue Inc,SK,S4S 5P8
3034,Regina,CA,SK11,50.445,-104.62,Regina Humane Society,SK,S4P 3G7
3035,Regina,CA,SK38,50.42,-104.539,Prairie Sky Dog Rescue,SK,S4V 1W1
3036,Rawlins,US,WY79,41.7832,-107.22,Rawlins Rochelle Animal Shelter,WY,82301
3037,Shafter,US,CA620,35.4918,-119.2366,Shafter City Animal Control,CA,93263
3038,Pahrump,US,NV157,36.2086,-115.9841,Furgotten Friends Dog Rescue,NV,89048
3039,Pahrump,US,NV202,36.2086,-115.9841,Pets Are Worth Saving  PAWS,NV,89048
3040,St. George,US,UT41,37.1054,-113.5778,One More Chance CATS/DOGS,UT,84790
3041,Saint George,US,UT48,37.1054,-113.5778,Providing Animals With Support (PAWS),UT,84790
3042,St. George,US,UT177,37.1054,-113.5778,RSQ DOGS,UT,84790
3043,Gillette,US,WY37,44.2888,-105.4908,City/County Animal Shelter,WY,82716
3044,Washington,US,UT08,37.1318,-113.5178,Washington City Animal Shelter,UT,84780
3045,Humboldt ,CA,SK21,52.2,-105.116667,Humboldt & District SPCA,SK,S0K 2A0
3046,Casper,US,WY11,42.8507,-106.3213,Metro Animal Services,WY,82601
3047,San Luis Obispo,US,CA991,35.2844,-120.6847,Woods Humane Society,CA,93405
3048,La Verkin,US,UT176,37.2011,-113.2689,LaVerkin Animal Shelter,UT,84745
3049,San Luis Obispo,US,CA916,35.2828,-120.6586,Feline Network of the Central Coast,CA,93406
3050,Rangely,US,CO37,40.0852,-108.8017,Rangely Animal Shelter,CO,81648
3051,Hurricane,US,UT139,37.1688,-113.287,OC Small Paws,UT,84737
3052,Hurricane,US,UT114,37.1688,-113.287,Because Animals Matter (BAM),UT,84737
3053,San Luis Obispo,US,CA1475,35.2552,-120.6482,Befriended Felines San Luis Obispo County,CA,93401
3054,Mesquite,US,NV99,36.8058,-114.0675,City of Mesquite Animal Shelter,NV,89027
3055,Mesquite,US,NV68,36.8056,-114.0664,We Care for Animals,NV,89024
3056,Bakersfield,US,CA631,35.4155,-119.0349,The Cat People,CA,93308
3057,Bakersfield,US,CA2022,35.4155,-119.0349,A SafeFurr Place Animal Rescue,CA,93308
3058,Bakersfield ,US,CA2554,35.4155,-119.0349,Hand Me Down Dog Rescue ,CA,93308
3059,Bakersfield,US,CA551,35.3863,-119.17,Paw Printz Pitbull Rescue,CA,93314
3060,Bakersfield,US,CA1377,35.3809,-119.1206,Pet Matchmaker Rescue,CA,93312
3061,Bakersfield,US,CA1821,35.3809,-119.1206,IGCA Rescue Central California,CA,93312
3062,Bakersfield,US,CA1548,35.381,-119.0122,H.A.L.T. (Helping Animals Live Tomorrow),CA,93301
3063,Ridgecrest,US,CA647,35.6114,-117.7314,Ridgecrest Animal Care & Control,CA,93555
3064,Bakersfield,US,CA2544,35.3887,-118.9355,Mutts and Runts Rescue,CA,93306
3065,Las Vegas,US,NV207,36.2983,-115.2446,Pits to Pets Rescue,NV,89131
3066,Bakersfield,US,CA643,35.3733,-119.0178,The Peaceful Kingdom Alliance 4 Animals,CA,93380
3067,BAKERSFIELD,US,CA2553,35.3577,-119.0046,Boxers Mutts & Wiggle Butts Rescue Inc,CA,93390
3068,Las Vegas,US,NV139,36.2723,-115.2248,L.E.A.N.,NV,89136
3069,Las Vegas,US,NV145,36.2479,-115.27,Those Left Behind Foundation,NV,89129
3070,Las Vegas,US,NV121,36.2478,-115.223,LV Hot-Diggity Dachshund Club and Rescue,NV,89130
3071,Las Vegas,US,NV154,36.2478,-115.223,Basenji Club of Southern Nevada,NV,89130
3072,Las Vegas,US,NV133,36.2083,-115.3338,VegasPigPets,NV,89146
3073,Las Vegas,US,NV54,36.2083,-115.3338,Las Vegas Valley Humane Society,NV,89146
3074,Las Vegas,US,NV163,36.2083,-115.3338,Animal Network,NV,89147
3075,Las Vegas,US,NV181,36.2083,-115.3338,Doggie Rescue LV/Animal Help Alliance,NV,89147
3076,Las Vegas,US,NV203,36.2083,-115.3338,"You Gotta Love Them, Inc.",NV,89146
3077,Las Vegas,US,NV128,36.2117,-115.287,"Springer Spaniel Rescue, Inc.",NV,89134
3078,Las Vegas,US,NV173,36.1736,-115.2564,Vegas Shepherd Rescue,NV,89128
3079,North Las Vegas,US,NV197,36.1989,-115.1167,Forgotten Fosters,NV,89032
3080,Las Vegas,US,NV177,36.1889,-115.1216,The Samadhi Legacy Foundation- a 501 (c) (3),NV,89135
3081,Las Vegas,US,NV129,36.173,-115.1221,"Foreclosed Upon Pets, Inc. (FUPI)",NV,89101
3082,Las Vegas,US,NV26,36.173,-115.1221,The Animal Foundation,NV,89101
3083,Las Vegas,US,NV87,36.173,-115.1221,Southern Nevada Schnauzer Rescue,NV,89101
3084,Las Vegas,US,NV172,36.173,-115.1221,All the Same Wild and Tame,NV,89101
3085,Las Vegas,US,NV186,36.1518,-115.1146,The Churchill Foundation,NV,89104
3086,Las Vegas,US,NV206,36.1518,-115.1146,Big Paw Rescue,NV,89104
3087,Las Vegas,US,NV155,36.1148,-115.2199,A Home 4 Spot,NV,89103
3088,Las Vegas,US,NV187,36.1148,-115.2199,Hearts Alive Village Las Vegas,NV,89103
3089,Las Vegas,US,NV205,36.1148,-115.2199,Mayte's Rescue,NV,89103
3090,Las Vegas,US,NV125,36.12084960000001,-115.15731809999998,Homeward Bound Cat Adoptions,NV,89169
3091,Williston,US,ND31,48.4164,-103.8381,"Guardian GSD Rescue, NW ND/MT",ND,58801
3092,Weyburn,CA,SK22,49.68333300000001,-103.866667,Weyburn Humane Society Inc.,SK,S4H 2L3
3093,Las Vegas,US,NV140,36.0823,-115.212,Doberman Rescue of Nevada,NV,89118
3094,Las Vegas,US,NV22,36.0648,-115.257,Heaven Can Wait Animal Society,NV,89113
3095,Las Vegas,US,NV15,36.1197,-115.0929,Adopt A Rescue Pet,NV,89121
3096,Las Vegas,US,NV182,36.0939,-115.1327,KiSS 4 Homeless Animals,NV,89119
3097,Las Vegas,US,NV201,36.1202,-115.0531,Paws 4 Love Pet Rescue Inc.,NV,89122
3098,Las Vegas,US,NV61,36.089,-115.0919,Southern Nevada Boston Terrier Rescue,NV,89120
3099,Las Vegas,US,NV51,36.0356,-115.2054,Las Vegas Doberman Pinscher and Dachshund Rescue,NV,89145
3100,Las Vegas,US,NV198,36.0356,-115.2054,Louisa's New Leash On  Life Rescue,NV,89145
3101,Las Vegas,US,NV204,36.0356,-115.2054,Pekes Paws and Tails,NV,89139
3102,Henderson,US,NV184,36.1183,-114.9255,Wagging Tails Rescue,NV,89052
3103,Las Vegas,US,NV59,36.0391,-115.1483,Happy Home Animal Sanctuary,NV,89123
3104,Las Vegas,US,NV162,36.0391,-115.1483,Southern Nevada Beagle Rescue Foundation,NV,89123
3105,Santa Maria,US,CA701,34.937,-120.4369,Santa Maria Valley Humane Society,CA,93458
3106,Tehachapi,US,CA1380,35.1459,-118.5321,Save Tehachapi's Orphaned Pets (STOP),CA,93561
3107,Tehachapi,US,CA1566,35.1459,-118.5321,Marley's Mutts Dog Rescue,CA,93561
3108,Tehachapi,US,CA1573,35.1459,-118.5321,Have-a-Heart Humane Society,CA,93561
3109,Henderson,US,NV48,36.0397,-114.9811,Animal Adoptions Ltd.,NV,89009
3110,Santa Maria,US,CA65,34.8788,-120.4277,Santa Barbara County Animal Services,CA,93455
3111,Santa Maria,US,CA835,34.8788,-120.4277,Central Coast SPCA,CA,93455
3112,Henderson,US,NV150,36.0335,-114.9711,On My Way Home Rescue,NV,89015
3113,Las Vegas,US,NV25,36.0335,-114.9711,So Nevada Aussie Rescue,NV,89015
3114,Las Vegas,US,NV32,36.03,-114.97,Sin City Saint Rescue,NV,89012
3115,Kanab,US,UT77,37.0474,-112.5284,Best Friends Animal Society,UT,84741
3116,Craig,US,CO47,40.5324,-107.5856,Craig Animal Shelter,CO,81625
3117,Jean,US,NV141,35.7795,-115.3262,CARES Coalition,NV,89019
3118,Jean,US,NV196,35.7795,-115.3262,Lone Woof Rescue,NV,89019
3119,Meeker,US,CO372,40.038,-107.8731,Town of Meeker Animal Control,CO,81641
3120,Edwards,US,CA913,35.0878,-117.7911,APET Rescue and Kennels Inc.,CA,93523
3121,Lompoc,US,CA1544,34.6582,-120.4529,Shadow's Fund,CA,93436
3122,Lompoc,US,CA1660,34.6582,-120.4529,Russell Rescue CA,CA,93436
3123,Lompoc,US,CA66,34.6582,-120.4529,LaPAWS Santa Barbara County,CA,93436
3124,Lompoc,US,CA2488,34.6582,-120.4529,Russell Rescue CA,CA,93436
3125,Douglas,US,WY10,42.7562,-105.3943,Laramie Peak Humane Society,WY,82633
3126,Los Olivos,US,CA2213,34.6678,-120.1139,Old Yeller Ranch Rescue,CA,93441
3127,Moab,US,UT199,38.5609,-109.5332,Moab City Animal Shelter,UT,84532
3128,Buellton,US,CA953,34.5925,-120.1993,Santa Ynez Valley Humane Society,CA,93427
3129,Grand Junction,US,CO196,39.078,-108.5453,Loma Cat House,CO,81501
3130,Lake Hughes,US,CA202,34.6515,-118.4016,Pooch Heaven,CA,93532
3131,Lancaster,US,CA2552,34.6981,-118.1358,Tails of Hope Staffie Haven,CA,93539
3132,Santa Barbara,US,CA1502,34.4427,-119.8024,Santa Barbara Humane Society,CA,93111
3133,Santa Barbara,US,CA63,34.4427,-119.8024,Santa Barbara County Animal Services--Santa Barbara Shelter,CA,93111
3134,Santa Barbara,US,CA267,34.4427,-119.8024,Animal Shelter Assistance Program (ASAP),CA,93111
3135,Goleta,US,CA651,34.4427,-119.8024,Bunnies Urgently Needing Shelter,CA,93111
3136,Goleta,US,CA1487,34.4358,-119.8267,K-9 Heroes Rescue,CA,93118
3137,Santa Barbara,US,CA666,34.4402,-119.7279,Second Chance Cocker Rescue,CA,93105
3138,Steamboat Springs,US,CO101,40.485,-106.8311,Routt County Humane Society,CO,80477
3139,Lancaster,US,CA1449,34.6611,-118.1942,Paw Parent,CA,93536
3140,Lancaster,US,CA674,34.6611,-118.1942,L.A. County Animal Care Control: Lancaster,CA,93536
3141,Lancaster,US,CA2215,34.6611,-118.1942,Doggy Smiles Rescue,CA,93536
3142,Santa Barbara,US,CA1243,34.4233,-119.7033,RESQCATS,CA,93130
3143,Santa Barbara,US,CA746,34.4233,-119.7033,"K-9 PALS (K-9 Placement and Assistance League, Inc.)",CA,93160
3144,Rifle,US,CO48,39.5379,-107.7728,Rifle Animal Shelter,CO,81650
3145,Ojai,US,CA656,34.441,-119.2515,Humane Society of Ventura County,CA,93023
3146,Page,US,AZ399,36.9373,-111.4468,Page Animal Adoption Agency,AZ,86040
3147,Spearfish,US,SD08,44.4813,-103.8451,Western Hills Humane Society,SD,57783
3148,Scranton,US,ND26,46.1507,-103.1453,Dakota Animal Resource Coalition,ND,58653
3149,Castaic,US,CA672,34.4599,-118.6248,L.A. County Animal Care Control: Castaic Shelter,CA,91384
3150,Castaic,US,CA967,34.4599,-118.6248,Foreverhome Pet Rescue,CA,91384
3151,Palmdale,US,CA2520,34.5573,-118.0513,Molly's Place Rescue  Sanctuary,CA,93552
3152,Lancaster,US,CA126,34.4674,-118.4665,Antelope Valley Dalmatian Rescue,CA,91350
3153,Santa Clarita,US,CA2223,34.4674,-118.4665,Feline Underground Network,CA,91350
3154,Santa Clarita,US,CA2266,34.4674,-118.4665,Copper Hill Animal Clinic,CA,91350
3155,Santa Clarita,US,CA2322,34.4674,-118.4665,Tails and Scales Animal Rescue,CA,91350
3156,Juneau,US,AK63,58.3019,-134.4197,Southeast Alaska Organization for Animals,AK,99803
3157,New Castle,US,CO319,39.5701,-107.5379,"Perfect Unions Animal Rescue Foundation, Inc.",CO,81647
3158,Santa Paula,US,CA2095,34.3564,-119.0733,SPARC - Santa Paula Animal Rescue Center,CA,93060
3159,Acton,US,CA1109,34.486,-118.2015,Basset Rescue Network,CA,93510
3160,Acton,US,CA1163,34.486,-118.2015,PigHarmony,CA,93510
3161,Acton,US,CA1622,34.486,-118.2015,Grand-paws Senior Sanctuary,CA,93510
3162,Acton,US,CA203,34.486,-118.2015,The Brittany Foundation,CA,93510
3163,Acton,US,CA2355,34.486,-118.2015,EZ Heart & Soul Rescue,CA,93510
3164,Lead,US,SD01,44.3552,-103.7645,Twin City Animal Shelter,SD,57754
3165,Juneau,US,AK04,58.3224,-134.4535,Gastineau Humane Society,AK,99801
3166,Santa Clarita,US,CA87,34.4492378,-118.30099479999998,Villalobos Rescue Center,CA,91390
3167,Valencia,US,CA838,34.3983,-118.5525,Siberian Husky Haven of L.A.,CA,91355
3168,Ventura,US,CA239,34.2867,-119.2847,Cats Cradle Rescue,CA,93001
3169,Santa Clarita,US,CA1203,34.403986,-118.462427,Deaf Dog Rescue of America,CA,91387
3170,Littlerock,US,CA1599,34.4915,-117.9608,Hooves & Paws Animal Rescue,CA,93543
3171,Littlerock,US,CA21,34.4915,-117.9608,C.A.R.E. aka: Cat/Canine Assist. Ref. Educ.,CA,93543
3172,Ventura,US,CA377,34.2783,-119.2922,Greyfoot Cat Rescue,CA,93002
3173,Dickinson,US,ND09,46.8801,-102.7753,Oreo's Animal Rescue,ND,58601
3174,Santa Clarita,US,CA2519,34.379,-118.5239,The Robert T. Brentnall Pawsibilities Foundation,CA,91321
3175,Moorpark,US,CA1379,34.2788,-118.8854,Jack Russell Rescue CA,CA,93021
3176,Oak Hills,US,CA1747,34.5491,-117.3529,Pets Forever Found,CA,92301
3177,Camarillo,US,CA894,34.2329,-119.0471,Ventura County Animal Services,CA,93010
3178,Camarillo,US,CA2264,34.2329,-119.0471,Paw Works,CA,93010
3179,Simi Valley,US,CA1512,34.2659,-118.765,TLC  (Tiny Loving Canines),CA,93065
3180,Simi Valley,US,CA51,34.2659,-118.765,ARV (Animal Rescue Volunteers),CA,93065
3181,Victorville,US,CA2487,34.5361,-117.2903,PATCH Rescue Inc,CA,92393
3182,Glenwood Springs,US,CO45,39.535,-107.3264,Colorado Animal Rescue,CO,81601
3183,Sylmar,US,CA1133,34.3078,-118.4483,Southern California Cat Adoption Tails,CA,91392
3184,Sylmar,US,CA1804,34.3078,-118.4483,"Saffyre Sanctuary, Inc.",CA,91392
3185,Camarillo,US,CA511,34.2164,-119.0367,The Jindo Project,CA,93011
3186,Laramie,US,WY72,41.3109,-105.583,Laramie Animal Welfare Society,WY,82073
3187,Sylmar,US,CA2357,34.3041,-118.4291,Designer Dog Rescue,CA,91342
3188,Kingman,US,AZ365,35.3969,-114.2589,Western Arizona Humane Society / Kingman,AZ,86401
3189,Kingman,US,AZ91,35.3969,-114.2589,Help Animals Lives Today,AZ,86401
3190,Oxnard,US,CA2378,34.1793,-119.2183,Surfcat Cafe & Adoptions,CA,93035
3191,Northridge,US,CA130,34.2763,-118.544,"English Springer Rescue America, Inc.",CA,91326
3192,Granada Hills,US,CA2302,34.2798,-118.4995,Lori's Angels Animal Rescue,CA,91344
3193,Chatsworth,US,CA765,34.2549,-118.5946,City of Los Angeles West Valley Animal Shelter,CA,91311
3194,Hartville,US,WY49,42.3478,-104.7348,Kindness Ranch Animal Sanctuary,WY,82215
3195,Granada Hills,US,CA1412,34.2647,-118.5222,Angels in Fur Dog Rescue,CA,91394
3196,Thousand Oaks,US,CA1521,34.2105,-118.8736,Pink Paws Rescue & Adoption,CA,91360
3197,Thousand Oaks,US,CA1980,34.2105,-118.8736,All for Love Animal Rescue,CA,91360
3198,Mission Hills,US,CA1074,34.2637,-118.4584,Best Friends Pet Adoption & Spay Neuter Center,CA,91345
3199,Phelan,US,CA1768,34.4261,-117.5714,"Save a Small Dog Rescue, Inc.",CA,92329
3200,Apple Valley,US,CA1737,34.5173,-117.1403,No Stray Left Behind,CA,92307
3201,Apple Valley,US,CA223,34.5173,-117.1403,Beagles & Buddies,CA,92307
3202,Apple Valley,US,CA268,34.5173,-117.1403,Victor Valley Animal Protective League,CA,92307
3203,Thousand Oaks,US,CA1829,34.1908,-118.8311,Zoe's Friends Animal Rescue,CA,91362
3204,Northridge,US,CA2153,34.2356,-118.5174,Love Habitat Rescue,CA,91325
3205,Cedaredge,US,CO136,38.9036,-107.9291,Surface Creek Animal Shelter,CO,81413
3206,Thousand Oaks,US,CA515,34.1706,-118.8367,Healthcare for Homeless Animals,CA,91359
3207,Winnetka,US,CA1815,34.2083,-118.5752,Little Pampered Paws Rescue,CA,91306
3208,West Hills,US,CA1212,34.1964,-118.6341,ResQPet,CA,91307
3209,West Hills,US,CA196,34.1964,-118.6341,"Valley Cats, Inc.",CA,91307
3210,West Hills,US,CA2313,34.1964,-118.6341,Home Of Our Own Foundation,CA,91307
3211,Panorama City,US,CA1752,34.2242,-118.4433,HA! Inc.,CA,91402
3212,Canoga Park,US,CA404,34.1984,-118.6018,Pet Adoption Fund,CA,91303
3213,Sun Valley,US,CA72,34.2239,-118.3725,Friends For Pets Foundation,CA,91352
3214,Sun Valley,US,CA724,34.2239,-118.3725,Pet Rescue Association,CA,91352
3215,Sun Valley,US,CA2004,34.2239,-118.3725,"Leave No Paws Behind, Inc",CA,91352
3216,Sun Valley,US,CA2536,34.2239,-118.3725,From Cloud to Ground Animal Rescue,CA,91352
3217,Van Nuys,US,CA2303,34.2015,-118.4924,Delaney's Dog,CA,91406
3218,North Hollywood,US,CA134,34.2074,-118.401,Heaven on Earth Society for Animals,CA,91605
3219,Van Nuys,US,CA1489,34.1997,-118.4453,Smashface Rescue/Rehab,CA,91405
3220,Van Nuys,US,CA767,34.1997,-118.4453,City of Los Angeles East Valley Animal Shelter,CA,91405
3221,Agoura Hills,US,CA59,34.1503,-118.7567,LIFE Animal Rescue,CA,91301
3222,Agoura,US,CA670,34.1503,-118.7567,L.A. County Animal Care Control: Agoura,CA,91301
3223,Agoura Hills,US,CA920,34.1503,-118.7567,Southern California Siamese Rescue,CA,91301
3224,Woodland Hills,US,CA342,34.1683,-118.605,Rescue Me Incorporated,CA,91365
3225,Van Nuys,US,CA2290,34.1867,-118.4481,Rescue From The Hart,CA,91409
3226,Burbank,US,CA332,34.2031,-118.3298,Pacific Coast Dog Rescue,CA,91504
3227,Woodland Hills,US,CA1499,34.1565,-118.5991,"All Krazy for Kats, INC.",CA,91364
3228,Woodland Hills,US,CA402,34.1565,-118.5991,"Cats at the Studios, Inc. (CATS, INC.)",CA,91364
3229,Woodland Hills,US,CA1836,34.1565,-118.5991,J.J. Woofin' Paws Rescue Agency,CA,91364
3230,Woodland Hills,US,CA2081,34.1565,-118.5991,Ady Gil World Conservation,CA,91364
3231,Woodland Hills,US,CA2435,34.1565,-118.5991,Mayte's Rescue,CA,91364
3232,Carbondale,US,CO13,39.4231,-107.2262,K9 Rescue Referral,CO,81623
3233,Encino,US,CA1540,34.1646,-118.5151,Jason Heigl Foundation,CA,91316
3234,Encino,US,CA319,34.1646,-118.5151,Boxer Rescue LA,CA,91316
3235,Encino,US,CA695,34.1646,-118.5151,"Precious Paws, L.A.",CA,91316
3236,Encino,US,CA1814,34.1646,-118.5151,"Saving K9 Lives Plus, Inc",CA,91316
3237,Encino,US,CA2178,34.1646,-118.5151,Precious Pals Pet Rescue,CA,91316
3238,Calabasas,US,CA2524,34.1385,-118.6503,Adopt A Bunny Rabbit Rescue,CA,91302
3239,Sherman Oaks,US,CA137,34.1592,-118.5003,Cat Connection,CA,91416
3240,Encino,US,CA1427,34.1592,-118.5003,Southern California Shiba Inu Rescue Inc,CA,91416
3241,Hesperia,US,CA1735,34.4022,-117.2192,ARA Canine Rescue Inc,CA,92345
3242,Hesperia,US,CA934,34.4022,-117.2192,Dachshund PAWS,CA,92345
3243,Delta,US,CO07,38.7422,-108.0083,DELTA COUNTY HUMANE SOCIETY,CO,81416
3244,Delta,US,CO487,38.7422,-108.0083,The Animal Interest League and Sanctuary,CO,81416
3245,La Canada,US,CA1234,34.2083,-118.2013,Happy Strays Rescue,CA,91012
3246,Los Angeles,US,CA374,34.2083,-118.2013,Golden Retriever Club of Greater Los Angeles Rescue,CA,91012
3247,Flintridge,US,CA1766,34.2081,-118.2006,California Miniature Schnauzer Rescue,CA,91011
3248,North Hollywood,US,CA2149,34.1722,-118.3781,"Kumo's Proud Tails & Whiskers, Inc.",CA,91603
3249,Valley Village,US,CA932,34.1664,-118.3993,ARME (Animal Rescue Media Education),CA,91607
3250,Burbank,US,CA890,34.1808,-118.3081,The Catherine Fund,CA,91510
3251,Burbank,US,CA2216,34.1808,-118.3081,The Animal Protectorates (TAPS),CA,91507
3252,Encino,US,CA2533,34.15,-118.4893,Voices Out,CA,91436
3253,Burbank,US,CA762,34.1757,-118.3083,Burbank Animal Shelter,CA,91502
3254,Burbank,US,CA2460,34.1757,-118.3083,German Shepherd Rescue-Orphan Dog Placement,CA,91502
3255,Burbank,US,CA2472,34.1757,-118.3083,"Furiends Forever, Inc.",CA,91502
3256,Burbank,US,CA996,34.1694,-118.3437,"Milo's Sanctuary & Special Needs Cat Rescue, Inc.",CA,91505
3257,Burbank,US,CA1903,34.1694,-118.3437,Labs and Friends.org,CA,91505
3258,Burbank,US,CA2537,34.1694,-118.3437,Dachshunds and Friends Rescue,CA,91505
3259,Sherman Oaks,US,CA1461,34.1511,-118.4483,Animal Advocates Alliance,CA,91413
3260,Sherman Oaks,US,CA1890,34.1511,-118.4483,2TheResQ,CA,91413
3261,Toluca Lake,US,CA397,34.1718,-118.3233,Cocker Connection,CA,91506
3262,Sherman Oaks,US,CA470,34.1481,-118.4627,Purrfect Solutions Feline Rescue,CA,91403
3263,Sherman Oaks,US,CA2541,34.1481,-118.4627,"The Rescue Team, Inc.",CA,91403
3264,Sherman Oaks,US,CA1308,34.1516,-118.4302,Camp Cocker Rescue,CA,91423
3265,Sherman Oaks,US,CA1686,34.1516,-118.4302,New Life K-9 Rescue,CA,91423
3266,Sherman Oaks,US,CA2431,34.1516,-118.4302,Animal Hope and Wellness Foundation,CA,91423
3267,Pasadena,US,CA711,34.1923,-118.1382,Mutts and Moms,CA,91001
3268,Lucerne Valley,US,CA641,34.4457,-116.8933,Sounds of Silent Spirits,CA,92356
3269,Lucerne Valley,US,CA815,34.4457,-116.8933,Welcome Home Small Animal Sanctuary,CA,92356
3270,Toluca Lake,US,CA832,34.1513,-118.3659,Linda Blair Worldheart Foundation,CA,91602
3271,Toluca Lake,US,CA858,34.1513,-118.3659,The Rescue Train,CA,91602
3272,Studio City,US,CA1985,34.1513,-118.3659,Adopt Me Rescue,CA,91602
3273,Glendale,US,CA1032,34.1681,-118.2435,Cornish Rex Friends,CA,91207
3274,Studio City,US,CA1278,34.1412,-118.3921,Kinder4Rescue,CA,91604
3275,Studio City,US,CA1720,34.1412,-118.3921,The Pepper Foundation,CA,91604
3276,Studio City,US,CA2140,34.1412,-118.3921,START,CA,91604
3277,Studio City,US,CA2189,34.1412,-118.3921,DR Doghouse Bully Crew Rescue ,CA,91604
3278,Studio City,US,CA2232,34.1412,-118.3921,Bark Avenue Foundation,CA,91604
3279,Studio City,US,CA2447,34.1412,-118.3921,Hollywood Huskies,CA,91604
